,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jahan Dotson,,0,WR,WR3,3100,PHI,vs DAL,9,22.75,7,7.5,2,0,0,0,0,0,0,0,0,0,2,0.0764,2,1.16,11.61,0.06,0,0,0,0,0,0,2.68,2.68,0,0,16.68,2.68,2.68,40,47,106,106,0,100,,90,56,251,251,0,0.9,0,,,,,,,,,0.07,0.14,,3.95,2.29,27.69,0.26,,,,,,,
Jake Bobo,,0,WR,WR4,3000,SEA,@ CHI,6,23,3.6,4.1,2,0,0,0,0,0,0,0,0,0,1.7,0.0434,1.7,1.3,11.24,0.04,0,0,0,0,0,0,2.66,2.66,0,0,9.86,2.66,2.66,40,48,107,107,0,100,,90,57,252,252,0,0.9,0,,,,,,,,,0.04,0.12,0.04,1.64,1.24,11.96,0.08,,,,,,,
Chris Brooks,,0,RB,RB2,4400,GB,@ MIN,5,24,2.7,1.2,3.6,0,0,0,0,0,0.1094,3.73,16.76,0.16,3.73,0,0,0,0,0,0,0,0,0,0,0,2.64,2.64,0,0,8.04,2.64,2.64,27,35,50,50,0,100,,90,43,253,253,21,0.6,0,,,,,,,,,2.91,12.36,0.09,1.09,1,6.27,,,,,,,,
Devin Duvernay,,0,WR,WR4,3000,JAC,vs TEN,31,20,4.6,0.6,1.6,0,0,0,0,0,0,0,0,0,1.85,0.0559,1.85,1.3,10.99,0.04,0,0,0,0,0,0,2.64,2.64,0,0,11.84,2.64,2.64,40,48,108,108,0,100,,90,57,253,253,0,0.9,0,,,,,,,,,0.45,3.22,0.01,2.12,1.51,14.1,0.07,,,,,,,
Gerald Everett,,0,TE,TE2,2500,CHI,vs SEA,28,19,5,7.4,1.4,0,0,0,0,0,0,0,0,0,1.76,0.0523,1.76,1.18,10.42,0.07,0,0,0,0,0,0,2.64,2.64,0,0,12.64,2.64,2.64,19,27,49,49,0,100,,90,62,253,253,23,1.1,0,,,,,,,,,0.11,0.56,0.01,4.01,2.69,26.36,0.17,,,,,,,
Kimani Vidal,,0,RB,RB2,4800,LAC,@ NE,14,23.75,3.7,0,3.8,0,0,0,0,0,0.2347,7.19,25.9,0,7.19,0,0,0,0,0,0,0,0,0,0,0,2.59,2.59,0,0,9.99,2.59,2.59,18,31,51,51,0,100,,72,39,254,254,3,0.5,2.4,0.5,,,,,,,,4.75,16.38,,0.88,0.63,7.75,0.13,,,,,,,
Jalin Hyatt,,0,WR,WR4,3000,NYG,vs IND,14,16.5,4.6,4.9,1.6,0,0,0,0,0,0,0,0,0,2.3,0.0637,2.3,1.22,13.51,0,0,0,0,0,0,0,2.57,2.57,0,0,11.77,2.57,2.57,40,48,109,109,0,100,,90,57,255,255,0,0.9,0,,,,,,,,,,,,2.64,1.41,19.77,,,,,,,,
Devontez Walker,,0,WR,WR4,3000,BAL,@ HOU,13,26.75,4.3,0,3,0,0,0,0,0,0,0,0,0,0.6,0.0183,0.6,0.45,7.11,0.23,0,0,0,0,0,0,2.54,2.54,0,0,11.14,2.54,2.54,40,48,110,110,0,100,,90,57,256,256,0,0.8,0,,,,,,,,,,,,0.33,0.33,7,0.33,,,,,,,
Jets,,0,DST,DST1,2100,NYJ,@ BUF,1,27.75,5.5,9.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.27,0.36,0,0.09,27.75,2.53,2.53,0,0,13.53,2.53,2.53,10,16,30,30,0,100,,90,66,257,257,8,1.2,0,,,,,,,,,,,,,,,,2.23,0.7,0.5,0.13,0.05,23.31,345.33
Braelon Allen,,0,RB,RB2,5000,NYJ,@ BUF,17,17.75,5.2,0,5.2,0,0,0,0,0,0.2762,5.25,17.86,0.11,5.25,0,0,0,0,0,0,0,0,0,0,0,2.45,2.45,0,0,12.85,2.45,2.45,27,29,52,52,0,100,,90,37,258,258,0,0.5,0,,,,,,,,,5.47,19.53,0.13,1.6,1.13,9.33,0.07,,,,,,,
Trey Sermon,,0,RB,RB2,4000,IND,@ NYG,26,24,4.3,2.5,3.9,0,0,0,0,0,0.1662,4.96,17.22,0.11,4.96,0,0,0,0,0,0,0,0,0,0,0,2.38,2.38,0,0,10.98,2.38,2.38,27,39,53,53,0,100,,90,47,259,259,0,0.6,0,,,,,,,,,4.78,18.07,0.11,0.85,0.7,4.41,,,,,,,,
Jeremy Ruckert,,0,TE,TE2,2600,NYJ,@ BUF,4,17.75,1.8,3.1,2.1,0,0,0,0,0,0,0,0,0,2.18,0.0651,2.18,1.41,9.71,0,0,0,0,0,0,0,2.38,2.38,0,0,5.98,2.38,2.38,19,26,50,50,0,100,,90,61,259,259,25,0.9,0,,,,,,,,,,,,2.04,1.36,10.36,,,,,,,,
Xavier Hutchinson,,0,WR,WR4,3300,HOU,vs BAL,3,20.25,1.4,1.8,1.5,0,0,0,0,0,0,0,0,0,2.48,0.0672,2.48,1.13,11.86,0,0,0,0,0,0,0,2.32,2.32,0,0.22,5.12,2.32,2.32,29,45,111,111,0,100,,63,54,260,260,18,0.7,4.1,1.2,,,,,,,,0.21,2.04,,1.63,0.71,7.54,,,,,,,,
Chris Blair,,0,WR,WR4,3000,ATL,@ WAS,32,21.5,0,0,2.7,0,0,0,0,0,0,0,0,0,1.31,0.0399,1.31,0.85,11.36,0.05,0,0,0,0,0,0,2.29,2.29,0,2.29,2.29,2.29,2.29,40,48,112,112,0,100,,90,57,261,261,0,0.8,0,,,,,,,,,,,,1,1,17,,,,,,,,
Allen Robinson,,0,WR,WR4,3000,DET,@ SF,29,27,9.2,4.1,0.6,0,0,0,0,0,0,0,0,0,1.55,0.049,1.55,0.88,10.26,0.06,0,0,0,0,0,0,2.27,2.27,0,0,20.67,2.27,2.27,40,48,113,113,0,100,,90,57,262,262,25,0.8,0,,,,,,,,,0.03,0.08,,7.28,4.3,54.08,0.34,,,,,,,
Craig Reynolds,,0,RB,RB2,4000,DET,@ SF,22,27,4.3,2.6,1.4,0,0,0,0,0,0.1331,4.87,21.37,0.02,4.87,0,0,0,0,0,0,0,0,0,0,0,2.26,2.26,0,0,10.86,2.26,2.26,27,39,54,54,0,100,,90,47,263,263,0,0.6,0,,,,,,,,,4.53,19.47,0.03,0.83,0.77,7.43,,,,,,,,
Jamaal Williams,,0,RB,RB2,4800,NO,vs LV,13,17.75,7.6,4.7,2.5,0,0,0,0,0,0.1659,4.16,15.65,0.11,4.16,0,0,0,0,0,0,0,0,0,0,0,2.23,2.23,0,0,17.43,2.23,2.23,27,31,55,55,0,100,,90,39,264,264,12,0.5,0,,,,,,,,,9.24,35.69,0.28,2.02,1.63,11.31,0.07,,,,,,,
River Cracraft,,0,WR,WR4,3200,MIA,@ CLE,8,18.25,3.3,4.5,1.1,0,0,0,0,0,0,0,0,0,1.5,0.0459,1.5,0.93,8.77,0.06,0,0,0,0,0,0,2.17,2.17,0,0,8.77,2.17,2.17,40,46,114,114,0,100,,90,55,265,265,0,0.7,0,,,,,,,,,,,,1.32,0.87,10.32,0.1,,,,,,,
Luke Musgrave,,0,TE,TE2,2500,GB,@ MIN,21,24,4.1,6.8,1.4,0,0,0,0,0,0,0,0,0,1.61,0.0572,1.61,1.09,8.79,0.02,0,0,0,0,0,0,2.09,2.09,0,0,10.29,2.09,2.09,19,27,51,51,0,100,,90,62,266,266,20,0.8,0,,,,,,,,,,,,3.38,2.44,23.38,0.06,,,,,,,
Blake Corum,,0,RB,RB2,4500,LAR,vs ARI,24,27.25,1.5,0,2.4,0,0,0,0,0,0.1659,5.2,19.74,0,5.2,0,0,0,0,0,0,0,0,0,0,0,1.97,1.97,0,0,4.97,1.97,1.97,29,34,56,56,0,100,,93,42,267,267,38,0.4,-0.4,,,,,,,,,4.08,15.46,,0.54,0.46,3.54,,,,,,,,
Kenny McIntosh,,0,RB,RB2,4000,SEA,@ CHI,25,23,2.2,0,1.6,0,0,0,0,0,0.1634,4.16,19.05,0,4.16,0,0,0,0,0,0,0,0,0,0,0,1.91,1.91,0,0,6.31,1.91,1.91,16,39,57,57,0,100,,60,47,268,268,0,0.5,4.6,1.2,,,,,,,,2,9,,0.38,0.38,2.75,,,,,,,,
Jamari Thrash,,0,WR,WR4,3000,CLE,vs MIA,20,14.75,1.3,0,1.3,0,0,0,0,0,0,0,0,0,1.68,0.0464,1.68,0.99,7.69,0.02,0,0,0,0,0,0,1.88,1.88,0,0,4.48,1.88,1.88,40,48,115,115,0,100,,90,57,269,269,0,0.6,0,,,,,,,,,,,,1.25,0.75,5.5,,,,,,,,
Rasheen Ali,,0,RB,RB2,4300,BAL,@ HOU,15,26.75,1.5,0,1.1,0,0,0,0,0,0.1007,3.44,13.41,0.06,3.44,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0,0,4.7,1.7,1.7,28,36,58,58,0,100,,92,44,270,270,0,0.4,-0.3,,,,,,,,,3,11.33,,,,,,,,,,,,
Jermaine Burton,,0,WR,WR4,3000,CIN,vs DEN,10,26.75,2.2,0,2.1,0,0,0,0,0,0,0,0,0,1.84,0.0474,1.84,0.52,10.98,0.01,0,0,0,0,0,0,1.68,1.68,0,0,6.08,1.68,1.68,40,48,116,116,0,100,,90,57,271,271,0,0.6,0,,,,,,,,,,,,2,0.57,15.29,,,,,,,,
Zay Jones,,0,WR,WR4,3000,ARI,@ LAR,18,20.75,7.2,8.7,1.2,0,0,0,0,0,0,0,0,0,1.19,0.0364,1.19,0.69,6.96,0.04,0,0,0,0,0,0,1.63,1.63,0,0,16.03,1.63,1.63,32,48,117,117,0,100,,67,57,272,272,0,0.5,2.9,1,0.02,0.01,0.29,,,,1.21,0.08,0.24,,5.05,2.92,30.67,0.18,,,,,,,
Pierre Strong,,0,RB,RB2,4300,CLE,vs MIA,1,14.75,3.6,2.7,2.5,0,0,0,0,0,0.1439,3.03,12.85,0.04,3.03,0,0,0,0,0,0,0,0,0,0,0,1.53,1.53,0,0,8.73,1.53,1.53,27,36,59,59,0,100,,90,44,273,273,0,0.4,0,,,,,,,,,3.03,15.03,0.06,1.03,0.74,5.74,,,,,,,,
Julius Chestnut,,0,RB,RB2,4000,TEN,@ JAC,29,19,1.5,0,1.1,0,0,0,0,0,0.1442,3.99,15.31,0,3.99,0,0,0,0,0,0,0,0,0,0,0,1.53,1.53,0,0,4.53,1.53,1.53,27,39,59,59,0,100,,90,47,273,273,0,0.4,0,,,,,,,,,1.86,6.14,,0.36,0.36,3.71,,,,,,,,
Ramel Keyton,,0,WR,WR4,3000,LV,@ NO,23,19.75,0.8,0,0.6,0,0,0,0,0,0,0,0,0,1.25,0.0302,1.25,0.61,6.84,0.04,0,0,0,0,0,0,1.53,1.53,0,0.33,3.13,1.53,1.53,40,48,118,118,0,100,,90,57,273,273,0,0.5,0,,,,,,,,,,,,1,0.33,2.33,,,,,,,,
Terrace Marshall Jr.,,0,WR,WR3,3000,LV,@ NO,23,19.75,4.1,4.1,0.8,0,0,0,0,0,0,0,0,0,1.22,0.0294,1.22,0.68,7.09,0.01,0,0,0,0,0,0,1.45,1.45,0,0,9.65,1.45,1.45,40,48,119,119,0,100,,90,57,274,274,0,0.5,0,,,,,,,,,,,,3.08,1.78,21.08,0.03,,,,,,,
Mason Kinsey,,0,WR,WR4,3000,TEN,@ JAC,15,19,0.8,0.3,1.2,0,0,0,0,0,0,0,0,0,0.79,0.0238,0.79,0.79,5.44,0,0,0,0,0,0,0,1.33,1.33,0,0.13,2.93,1.33,1.33,40,48,120,120,0,100,,90,57,275,275,0,0.4,0,,,,,,,,,,,,0.33,0.33,2.17,,,,,,,,
Khalil Herbert,,0,RB,RB2,4600,CIN,vs DEN,3,26.75,7.8,10.2,1.5,0,0,0,0,0,0.0679,1.68,7.95,0.05,1.68,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,16.7,1.1,1.1,19,33,60,60,0,100,,73,41,276,276,0,0.2,2.3,0.5,,,,,,,,7.52,36.28,0.18,1.24,0.92,5.96,0.04,,,,,,,
Dameon Pierce,,0,RB,RB2,4200,HOU,vs BAL,8,20.25,7.1,5.5,2.3,0,0,0,0,0,0.074,1.97,8.03,0.05,1.97,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,15.3,1.1,1.1,23,37,60,60,0,100,,80,45,276,276,8,0.3,1.3,0.3,,,,,,,,10.89,41.69,0.2,1.66,1.29,7.66,0.03,,,,,,,
Xavier Gipson,,0,WR,WR4,3000,NYJ,@ BUF,4,17.75,3.1,3.2,1,0,0,0,0,0,0,0,0,0,0.65,0.0195,0.65,0.41,2.95,0.06,0,0,0,0,0,0,1.07,1.07,0,0,7.27,1.07,1.07,40,48,121,121,0,100,,90,57,277,277,0,0.4,0,,,,,,,,,0.25,2.13,0.03,1.5,0.84,8.38,0.03,,,,,,,
Johnny Wilson,,0,WR,WR4,3000,PHI,vs DAL,9,22.75,2.5,0,1.2,0,0,0,0,0,0,0,0,0,1.36,0.0519,1.36,0.26,1.43,0.11,0,0,0,0,0,0,1.06,1.06,0,0,6.06,1.06,1.06,40,48,122,122,0,100,,90,57,278,278,0,0.4,0,,,,,,,,,,,,1.25,0.25,1.75,0.13,,,,,,,
Jacob Cowing,,0,WR,WR4,3000,SF,vs DET,11,23.5,1.9,0,0.5,0,0,0,0,0,0,0,0,0,0.41,0.0132,0.41,0.18,4.68,0,0,0,0,0,0,0,0.65,0.65,0,0,4.45,0.65,0.65,40,48,123,123,0,100,,90,57,279,279,0,0.2,0,,,,,,,,,,,,0.31,0.15,3.85,,,,,,,,
Raheem Blackshear,,0,RB,RB1,4000,CAR,@ TB,6,19.5,3.5,1.9,0.1,0,0,0,0,0,0.0317,0.88,3.35,0.04,0.88,0,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0,7.58,0.58,0.58,27,39,61,61,0,100,,90,47,280,280,0,0.1,0,,,,,,,,,1.21,4.12,0.09,0.58,0.48,4.18,,,,,,,,
Collin Johnson,,0,WR,WR4,3000,CHI,vs SEA,28,19,4.9,2.1,0.3,0,0,0,0,0,0,0,0,0,0.46,0.0136,0.46,0.25,2.46,0.01,0,0,0,0,0,0,0.56,0.56,0,0,10.36,0.56,0.56,40,48,124,124,0,100,,90,57,281,281,0,0.2,0,,,,,,,,,,,,2.29,1.29,16.42,0.08,,,,,,,
Hunter Luepke,,0,RB,RB1,4000,DAL,@ PHI,11,15.25,2,1.3,2,0,0,0,0,0,0.0354,0.87,2.1,0.03,0.87,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,4.39,0.39,0.39,27,39,62,62,0,100,,90,47,282,282,0,0.1,0,,,,,,,,,0.68,1.91,0.05,0.86,0.64,5.82,,,,,,,,
Will Levis,,0,QB,QB2,5000,TEN,@ JAC,14,19,7.1,12.6,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,33,33,0,100,,90,37,283,283,40,0,0,,26.95,16.5,186.2,0.8,3.4,1,76.07,3.3,11.6,0.05,,,,,,,,,,,
Jameis Winston,!,0,QB,QB2,4800,CLE,vs MIA,30,14.75,9.6,2.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,33,33,0,100,,90,39,283,283,45,0,0,,31.17,19.06,237.52,1.09,2.16,1.51,79.28,3.16,12.75,0.12,,,,,,,,,,,
Jake Haener,,0,QB,QB2,4800,NO,vs LV,25,17.75,2.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,33,33,0,100,,90,39,283,283,0,0,0,,4.88,2.25,28.25,0.13,0.75,0.13,39.49,1.38,2.75,,,,,,,,,,,,
C.J. Beathard,,0,QB,QB2,4700,JAC,vs TEN,11,20,8.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,33,33,0,100,,90,40,283,283,8,0,0,,19.41,11.72,134,0.48,1.83,0.66,73.5,2.21,9.17,0.14,,,,,,,,,,,
Tyrod Taylor,,0,QB,QB2,4700,NYJ,@ BUF,29,17.75,8.6,9.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,33,33,0,100,,90,40,283,283,39,0,0,,23.53,14.5,163.59,0.38,2.35,0.89,84.98,5.2,29.27,0.24,0.03,0.01,0.05,,,,,,,,
Ty Johnson,,0,RB,RB3,4700,BUF,vs NYJ,28,27.75,5.4,3.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,63,63,0,100,,90,40,283,283,0,0,0,,,,,,,,,3.55,16.12,0.06,2.08,1.42,13.05,0.09,,,,,,,
Jaleel McLaughlin,,0,RB,RB3,4700,DEN,@ CIN,27,23.25,4.6,6.2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,63,63,0,100,,37,40,283,283,25,0,9.6,2,,,,,,,,5.26,25.74,0.06,1.9,1.65,7.1,0.13,,,,,,,
Desmond Ridder,,0,QB,QB2,4600,LV,@ NO,16,19.75,7.8,13.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,33,33,0,100,,90,41,283,283,34,0,0,,25.48,16.22,173.52,0.61,1.78,0.7,64.6,3.39,12.74,0.22,0.04,0.04,-0.26,,,,,,,,
Andy Dalton,,0,QB,QB2,4600,CAR,@ TB,31,19.5,7.9,13.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,33,33,0,100,,90,41,283,283,50,0,0,,31.85,20.12,224.91,0.76,2.13,1.4,87.71,2.53,8.05,0.1,0.02,0.02,-0.06,,,,,,,,
Tanner McKee,,0,QB,QB2,4500,PHI,vs DAL,19,22.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16,27,33,33,0,100,,90,42,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Isaiah Davis,,0,RB,RB3,4500,NYJ,@ BUF,17,17.75,5.2,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,63,63,0,100,,90,42,283,283,0,0,0,,,,,,,,,2.09,8.91,0.09,1,0.73,6.09,0.09,,,,,,,
Israel Abanikanda,,0,RB,RB3,4500,SF,vs DET,10,23.5,2.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,63,63,0,100,,90,42,283,283,28,0,0,,,,,,,,,3.67,11.67,,1.83,1.17,7.17,,,,,,,,
Carson Wentz,,0,QB,QB2,4500,KC,@ PIT,5,23.75,7.5,27.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,33,33,0,100,,90,42,283,283,58,0,0,,34.52,21.63,232.45,0.7,2.5,1.59,89.77,3.72,14.77,0.11,0.02,0.02,0.11,,,,,,,,
Sam Howell,,0,QB,QB2,4500,SEA,@ CHI,12,23,9.3,17.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,33,33,0,100,,90,42,283,283,44,0,0,,33.95,21.26,217.79,1.21,3.63,1.16,66.81,2.84,15.79,0.32,0.05,0.05,0.21,,,,,,,,
Trey Lance,,0,QB,QB2,4400,DAL,@ PHI,1,15.25,7.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,33,33,0,100,,90,43,283,283,7,0,0,,10.8,6,81.8,0.4,0.8,0.5,57.1,5.8,24.9,0.1,,,,,,,,,,,
Tommy DeVito,,0,QB,QB2,4400,NYG,vs IND,10,16.5,6.3,10.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,33,33,0,100,,90,43,283,283,38,0,0,,20.18,13.18,123.45,0.27,3.91,0.73,86.37,4,20.64,0.09,,,,,,,,,,,
Tim Boyle,,0,QB,QB3,4400,NYG,vs IND,10,16.5,4.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,33,33,0,100,,90,43,283,283,0,0,0,,10.59,6.41,55,0.59,0.55,0.23,28.42,1.32,0.41,,,,,,,,,,,,
Kyle Trask,,0,QB,QB2,4400,TB,vs CAR,18,28.5,0.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,33,33,0,100,,90,43,283,283,0,0,0,,2.2,0.8,5.6,,,,30.16,0.6,-0.6,,,,,,,,,,,,
Sean Tucker,,0,RB,RB3,4400,TB,vs CAR,31,28.5,8.4,1.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,63,63,0,100,,90,43,283,283,0,0,0,,,,,,,,,3.06,15.33,0.11,0.72,0.56,6.28,0.06,,,,,,,
Kirk Cousins,,0,QB,QB2,4400,ATL,@ WAS,15,21.5,8.1,21.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,33,33,0,100,,90,43,283,283,58,0,0,,34.75,23.44,265.4,0.71,2.16,1.79,99.91,2.06,5.89,0.13,0.01,0.01,-0.01,,,,,,,,
Taylor Heinicke,,0,QB,QB2,4400,LAC,@ NE,20,23.75,7.6,14,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,33,33,0,100,,84,43,283,283,36,0,0.8,0.2,24.36,15.26,167.33,0.72,1.82,0.97,85.73,2.82,14.82,0.08,0.03,0.03,-0.05,,,,,,,,
DeeJay Dallas,,0,RB,RB3,4400,ARI,@ LAR,7,20.75,4.3,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,63,63,0,100,,79,43,283,283,0,0,1.5,0.3,0.01,,,0.01,0.01,,,1.67,6.88,0.06,1,0.86,5.51,0.03,,,,,,,
Keaton Mitchell,,0,RB,RB3,4400,BAL,@ HOU,15,26.75,7.1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,63,63,0,100,,54,43,283,283,12,0,5.8,1.3,,,,,,,,5.22,44,0.22,1.22,1,10.33,,,,,,,,
Jacoby Brissett,,0,QB,QB2,4300,NE,vs LAC,7,17.75,8,11.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,33,33,0,100,,91,44,283,283,23,0,-0.08,,21.72,13.27,140.77,0.3,1.81,0.65,69.88,3.04,12.06,0.19,0.01,0.01,0.02,,,,,,,,
Hassan Haskins,,0,RB,RB3,4300,LAC,@ NE,14,23.75,3.3,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,63,63,0,100,,56,44,283,283,0,0,5,1.2,,,,,,,,2.29,7,0.06,0.82,0.76,5.65,0.06,,,,,,,
Bailey Zappe,,0,QB,QB3,4300,CLE,vs MIA,30,14.75,7.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,33,33,0,100,,90,44,283,283,19,0,0,,21.71,13.71,146.64,0.86,1.79,0.79,41.9,1.93,5.93,0.07,0.07,0.07,-0.43,,,,,,,,
Ty Chandler,,0,RB,RB3,4300,MIN,vs GB,12,25,5.9,6.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,63,63,0,100,,90,44,283,283,0,0,0,,,,,,0.03,,,5.3,21.83,0.1,1.03,0.9,6.7,,,,,,,,
Jake Browning,,0,QB,QB2,4200,CIN,vs DEN,28,26.75,10.2,17.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,33,33,0,100,,90,45,283,283,30,0,0,,22.09,15.55,176,0.64,2.18,1.09,73.23,2.64,11.36,0.27,0.09,0.09,-0.64,,,,,,,,
Jimmy Garoppolo,,0,QB,QB2,4200,LAR,vs ARI,3,27.25,8.2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,33,33,0,100,,90,45,283,283,41,0,0,,25.03,16.82,204.43,0.7,1.77,1.23,88.58,2.4,3.32,0.09,0.03,0.03,-0.04,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4200,DEN,@ CIN,27,23.25,8.7,13.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,33,33,0,100,,90,45,283,283,0,0,0,,14.07,8.36,101.57,0.57,1.36,0.57,52.24,2.43,6.79,,,,,,,,,,,,
Cordarrelle Patterson,,0,RB,RB3,4100,PIT,vs KC,9,22.25,6.7,3.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,63,63,0,100,,88,46,283,283,0,0,0.2,0,0.01,,,,,,0.27,3.6,16.33,0.12,2.14,1.6,13.94,0.08,,,,,,,
Emanuel Wilson,,0,RB,RB3,4100,GB,@ MIN,5,24,4.2,3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,63,63,0,100,,90,46,283,283,5,0,0,,,,,,,,,4.85,24.25,0.1,0.9,0.7,3.65,0.05,,,,,,,
Jaylen Wright,,0,RB,RB4,4100,MIA,@ CLE,32,18.25,2.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,63,63,0,100,,90,46,283,283,4,0,0,,,,,,,,,5.17,21.08,,0.5,0.25,0.67,,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB3,4000,WAS,vs ATL,4,25,5.8,4.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,6,30.54,0.23,0.15,0.15,0.92,,,,,,,,
Avery Williams,,0,RB,RB3,4000,ATL,@ WAS,18,21.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,0.56,2.26,,0.37,0.33,1.37,,,,,,,,
Carlos Washington,,0,RB,RB4,4000,ATL,@ WAS,18,21.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,27,39,63,63,0,100,,90,47,283,283,0,0,0,,,,,,,,,,,,,,,,,,,,,,
