,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Joshua Kelley,,0,RB,RB2,4800,LAC,vs DET,6,23.25,4.2,5.4,6.1,0,0,0,0,0,0.3326,9,36.79,0.22,9,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,13.4,5,5,0,100,,19,1,28,44,44,37,195,195,,,,,,,,7,26,0.15,1.46,1.1,7.27,,,,,,,,
Austin Hooper,,0,TE,TE2,2500,LV,vs NYJ,25,17.75,6.1,5.7,3.2,0,0,0,0,0,0,0,0,0,2.93,0.0962,2.93,2.21,21.32,0.11,0,0,0,0,0,0,5,5,0,0,17.2,5,5,0,100,,22,2,26,32,32,60,195,195,,,,,,,,,,,4.32,3.16,32.02,0.22,,,,,,,
Matt Breida,,0,RB,RB2,4200,NYG,@ DAL,11,10.75,6.6,3.5,4.1,0,0,0,0,0,0.1859,3.98,16.86,0.06,5.85,0.0614,1.87,1.48,10.14,0.07,0,0,0,0,0,0,4.96,4.96,0,0,18.16,4.96,4.96,0,100,,0,1.2,34,45,45,43,196,196,,,,,,,,6.59,30.31,0.1,1.7,1.33,10.47,0.07,,,,,,,
Isaiah Likely,,0,TE,TE2,2500,BAL,vs CLE,8,22.25,5.9,6.7,3.3,0,0,0,0,0,0,0,0,0,3.11,0.1193,3.11,2.16,21.99,0.1,0,0,0,0,0,0,4.96,4.96,0,0,16.76,4.96,4.96,0,100,,0,2,26,33,33,60,196,196,,,,,,,,,,,3.63,2.32,24.05,0.16,,,,,,,
Titans,,0,DST,DST1,3300,TEN,@ TB,18,20.25,5.3,5.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0.23,0.46,0,0,20.25,4.94,4.94,0,0,15.54,4.94,4.94,0,100,,15,1.5,10,24,24,52,197,197,,,,,,,,,,,,,,,2.32,0.77,0.44,0.13,0.01,22.02,356.89
Nelson Agholor,,0,WR,WR4,3000,BAL,vs CLE,8,22.25,7.2,5.7,6.5,0,0,0,0,0,0,0,0,0,2.82,0.1083,2.82,1.74,21.09,0.18,0,0,0,0,0,0,4.93,4.93,0,0,19.33,4.93,4.93,0,100,,15,1.6,47,80,80,55,198,198,0.01,0.01,0.12,,,,1.17,0.14,0.79,,4.88,2.96,36.8,0.26,,,,,,,
Jalen Guyton,,0,WR,WR3,3000,LAC,vs DET,11,23.25,5.1,4.2,0,0,0,0,0,0,0,0,0,0,2.91,0.087,2.91,1.5,25.1,0.14,0,0,0,0,0,0,4.85,4.85,0,0,15.05,4.85,4.85,0,100,,12,1.6,47,81,81,55,199,199,,,,,,,,0.26,0.97,,3.11,1.74,29.23,0.17,,,,,,,
Calvin Austin III,,0,WR,WR4,3000,PIT,vs GB,12,20.75,5,0,4.8,0,0,0,0,0,0,0,0,0,3.56,0.0966,3.56,1.96,21.21,0.1,0,0,0,0,0,0,4.68,4.68,0,0,14.68,4.68,4.68,0,100,,0,1.6,47,82,82,55,200,200,,,,,,,,0.88,3,,3.13,1.75,20.25,0.13,,,,,,,
Khalil Shakir,,0,WR,WR3,3300,BUF,vs DEN,10,26.75,4.9,3.2,5.8,0,0,0,0,0,0,0,0,0,2.16,0.0651,2.16,1.8,22.55,0.09,0,0,0,0,0,0,4.6,4.6,0,0,14.4,4.6,4.6,0,100,,0,1.4,44,83,83,52,201,201,,,,,,,,,,,2.17,1.56,21.39,0.11,,,,,,,
Patriots,,0,DST,DST1,2700,NE,vs IND,1,21.75,7.1,10.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.6,0.1,0,21.75,4.6,4.6,0,0,18.8,4.6,4.6,0,100,,19,1.7,16,25,25,58,201,201,,,,,,,,,,,,,,,2.4,1.03,0.51,0.21,0.05,18.49,335.15
Josh Oliver,,0,TE,TE2,2900,MIN,vs NO,23,19.25,3.5,3.4,4,0,0,0,0,0,0,0,0,0,3.3,0.081,3.3,2.28,14.35,0.12,0,0,0,0,0,0,4.44,4.44,0,0,11.44,4.44,4.44,0,100,,0,1.5,22,34,34,56,202,202,,,,,,,,,,,1.84,1.19,9.41,0.09,,,,,,,
Dontayvion Wicks,,0,WR,WR4,3300,GB,@ PIT,27,17.75,4,0,4.8,0,0,0,0,0,0,0,0,0,2.64,0.0944,2.64,1.68,21.51,0.09,0,0,0,0,0,0,4.37,4.37,0,0,12.37,4.37,4.37,0,100,,17,1.3,44,84,84,52,203,203,0.13,0.13,1.75,,,,17.98,0.13,0.13,,2.88,1.75,23.63,0.13,,,,,,,
Isaiah McKenzie,,0,WR,WR4,3000,IND,@ NE,22,21.75,5.9,8,1.4,0,0,0,0,0,0,0,0,0,2.83,0.0749,2.83,1.93,17.18,0.12,0,0,0,0,0,0,4.37,4.37,0,0,16.17,4.37,4.37,0,100,,0,1.5,47,84,84,55,203,203,0.01,0.01,0.14,,,0.01,1.82,0.57,2.8,0.05,2.59,1.77,16.5,0.13,,,,,,,
Quentin Johnston,,0,WR,WR2,4100,LAC,vs DET,11,23.25,2.7,0,3.4,0,0,0,0,0,0,0,0,0,3.68,0.1099,3.68,2.16,20.17,0,0,0,0,0,0,0,4.18,4.18,0,0.13,9.58,4.18,4.18,0,100,,21,1,36,85,85,44,204,204,,,,,,,,0.13,0.25,,3,1.75,16,,,,,,,,
John Metchie III,,0,WR,WR4,3000,HOU,@ CIN,7,21,0.5,0,3.1,0,0,0,0,0,0,0,0,0,2.24,0.0605,2.24,1.75,21.79,0.04,0,0,0,0,0,0,4.17,4.17,0,3.42,5.17,4.17,4.17,0,100,,84,1.4,47,86,86,55,205,205,,,,,,,,,,,1.6,1.4,17.2,,,,,,,,
Rashod Bateman,,0,WR,WR2,3200,BAL,vs CLE,8,22.25,5.7,9.6,4.6,0,0,0,0,0,0,0,0,0,2.75,0.1055,2.75,1.81,20.92,0.04,0,0,0,0,0,0,4.14,4.14,0,0,15.54,4.14,4.14,0,100,,26,1.3,45,87,87,53,206,206,,,,,,,,0.04,0.69,,4.62,3,37.69,0.12,,,,,,,
Robert Tonyan,,0,TE,TE2,2500,CHI,vs CAR,5,20.75,6.2,6.6,1.8,0,0,0,0,0,0,0,0,0,2.11,0.0705,2.11,1.66,15.71,0.14,0,0,0,0,0,0,4.07,4.07,0,0,16.47,4.07,4.07,0,100,,5,1.6,26,35,35,60,207,207,,,,,,,,,,,3.03,2.36,24.51,0.28,,,,,,,
Brenton Strange,,0,TE,TE2,2500,JAC,vs SF,29,20.75,4.5,0,4.5,0,0,0,0,0,0,0,0,0,2.24,0.0674,2.24,1.46,14.11,0.2,0,0,0,0,0,0,4.07,4.07,0,0,13.07,4.07,4.07,0,100,,0,1.6,26,35,35,60,207,207,,,,,,,,,,,2,1.33,11.33,0.33,,,,,,,
Kyle Philips,,0,WR,WR4,3000,TEN,@ TB,30,18.25,4.6,3.5,4.2,0,0,0,0,0,0,0,0,0,2.65,0.092,2.65,1.86,21.59,0,0,0,0,0,0,0,4.02,4.02,0,0,13.22,4.02,4.02,0,100,,0,1.3,47,88,88,55,208,208,,,,,,,,,,,3,2,22,,,,,,,,
Deven Thompkins,,0,WR,WR4,3000,TB,vs TEN,31,20.25,4.4,3.6,3.5,0,0,0,0,0,0,0,0,0,3.41,0.0922,3.41,2.21,11.65,0.1,0,0,0,0,0,0,3.98,3.98,0,0,12.78,3.98,3.98,0,100,,0,1.3,47,89,89,55,209,209,,,,,,,,0.45,4.82,,2.55,1.64,9.55,0.09,,,,,,,
C.J. Uzomah,,0,TE,TE2,2500,NYJ,@ LV,19,18.75,5,4,3,0,0,0,0,0,0,0,0,0,2.42,0.0646,2.42,1.66,15.39,0.13,0,0,0,0,0,0,3.98,3.98,0,0,13.98,3.98,3.98,0,100,,11,1.6,26,36,36,60,209,209,,,,,,,,,,,3.19,2.25,22.06,0.19,,,,,,,
Justice Hill,,0,RB,RB2,4500,BAL,vs CLE,4,22.25,3.7,2.9,8,0,0,0,0,0,0.2041,6.16,27.55,0.2,6.16,0,0,0,0,0,0,0,0,0,0,0,3.96,3.96,0,0,11.36,3.96,3.96,0,100,,0,0.9,31,46,46,40,210,210,,,,,,,,3.54,15.96,0.1,1.06,0.88,4.82,,,,,,,,
Trent Sherfield,,0,WR,WR4,3000,BUF,vs DEN,10,26.75,3.9,5.2,2,0,0,0,0,0,0,0,0,0,2.81,0.0848,2.81,1.63,17.87,0.08,0,0,0,0,0,0,3.9,3.9,0,0,11.7,3.9,3.9,0,100,,0,1.3,47,90,90,55,211,211,,,,,,,,,,,2.2,1.25,15.2,0.07,,,,,,,
Equanimeous St. Brown,,0,WR,WR3,3000,CHI,vs CAR,5,20.75,3.6,4,1.5,0,0,0,0,0,0,0,0,0,2.59,0.0868,2.59,1.48,21.25,0.04,0,0,0,0,0,0,3.85,3.85,0,0,11.05,3.85,3.85,0,100,,0,1.3,47,91,91,55,212,212,,,,,,,,0.22,1.63,,2.16,1.2,18.1,0.04,,,,,,,
Michael Mayer,,0,TE,TE1,2700,LV,vs NYJ,25,17.75,3.6,0,4.4,0,0,0,0,0,0,0,0,0,2.49,0.0818,2.49,1.71,19.97,0.02,0,0,0,0,0,0,3.83,3.83,0,0,11.03,3.83,3.83,0,100,,18,1.4,24,37,37,58,213,213,,,,,,,,,,,2.71,1.86,22.71,,,,,,,,
Will Dissly,,0,TE,TE2,2500,SEA,vs WAS,32,24.75,5.3,5.8,2.9,0,0,0,0,0,0,0,0,0,1.88,0.0533,1.88,1.54,16,0.11,0,0,0,0,0,0,3.8,3.8,0,0,14.4,3.8,3.8,0,100,,7,1.5,26,38,38,60,214,214,,,,,,,,0.02,0.12,,2.47,2.04,22.89,0.21,,,,,,,
Daniel Bellinger,,0,TE,TE1,3000,NYG,@ DAL,9,10.75,4,6.7,1.9,0,0,0,0,0,0,0,0,0,2.14,0.0702,2.14,1.82,16.73,0.05,0,0,0,0,0,0,3.79,3.79,0,0,11.79,3.79,3.79,0,100,,18,1.3,21,39,39,55,215,215,,,,,,,,0.06,0.11,0.06,2.39,2.06,18.5,0.11,,,,,,,
Andrei Iosivas,,0,WR,WR4,3000,CIN,vs HOU,13,26,3,0,3.7,0,0,0,0,0,0,0,0,0,1.34,0.0335,1.34,0.97,7.51,0.32,0,0,0,0,0,0,3.64,3.64,0,0,9.64,3.64,3.64,0,100,,19,1.2,47,92,92,55,216,216,,,,,,,,,,,1,0.8,4.6,0.4,,,,,,,
Trishton Jackson,,0,WR,WR4,3000,MIN,vs NO,23,19.25,0.8,0,2.5,0,0,0,0,0,0,0,0,0,2.73,0.0669,2.73,1.57,15.68,0.08,0,0,0,0,0,0,3.62,3.62,0,2.42,5.22,3.62,3.62,0,100,,0,1.2,47,93,93,55,217,217,,,,,,,,,,,2,1,4.5,,,,,,,,
Brock Wright,,0,TE,TE2,2500,DET,@ LAC,17,25.25,1.6,0,2.9,0,0,0,0,0,0,0,0,0,2.08,0.0513,2.08,1.84,12.91,0.03,0,0,0,0,0,0,3.31,3.31,0,0.91,6.51,3.31,3.31,0,100,,24,1.3,26,40,40,60,218,218,,,,,,,,,,,1.5,1.33,7.83,,,,,,,,
Tre Tucker,,0,WR,WR3,3000,LV,vs NYJ,25,17.75,2.5,0,4.9,0,0,0,0,0,0,0,0,0,1.84,0.0606,1.84,1.12,19.24,0.03,0,0,0,0,0,0,3.22,3.22,0,0,8.22,3.22,3.22,0,100,,49,1.1,47,94,94,55,219,219,,,,,,,,1,12,,2,1.2,25,,,,,,,,
John Bates,,0,TE,TE2,2500,WAS,@ SEA,28,19.75,3.3,3.4,2.8,0,0,0,0,0,0,0,0,0,2.12,0.0561,2.12,1.51,14.55,0.04,0,0,0,0,0,0,3.21,3.21,0,0,9.81,3.21,3.21,0,100,,11,1.3,26,41,41,60,220,220,,,,,,,,,,,2.26,1.63,16.74,0.07,,,,,,,
Jameson Williams,,0,WR,WR3,3400,DET,@ LAC,17,25.25,4.7,2.5,4.8,0,0,0,0,0,0,0,0,0,2.51,0.0619,2.51,0.81,11.72,0.19,0,0,0,0,0,0,3.12,3.12,0,0,12.52,3.12,3.12,0,100,,0,0.9,43,95,95,51,221,221,,,,,,,,0.1,4,,2.4,0.7,11.2,0.2,,,,,,,
Cedric Tillman,,0,WR,WR3,3000,CLE,@ BAL,3,16.25,0.1,0,1.4,0,0,0,0,0,0,0,0,0,2,0.068,2,1.19,13.59,0.08,0,0,0,0,0,0,3.03,3.03,0,2.88,3.23,3.03,3.03,0,100,,0,1,47,96,96,55,222,222,,,,,,,,,,,2,1,4,,,,,,,,
Giants,,0,DST,DST1,2100,NYG,@ DAL,5,27.75,5.9,6.3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.48,0.38,0,0.1,27.75,3.03,3.03,0,0,14.83,3.03,3.03,0,100,,2,1.4,21,26,26,63,222,222,,,,,,,,,,,,,,,2.02,0.76,0.51,0.16,0.03,23.69,368.44
Khadarel Hodge,,0,WR,WR3,3400,ATL,@ ARI,1,22.75,3.4,3.2,4.4,0,0,0,0,0,0,0,0,0,1.73,0.0519,1.73,1.07,17.14,0.01,0,0,0,0,0,0,2.84,2.84,0,0,9.64,2.84,2.84,0,100,,0,0.8,43,97,97,51,223,223,,,,,,,,0.02,,,1.88,1.1,16.96,0.02,,,,,,,
Chase Edmonds,,0,RB,RB2,4300,TB,vs TEN,13,20.25,7.4,5.7,1.6,0,0,0,0,0,0.2145,5.14,21.72,0.11,5.14,0,0,0,0,0,0,0,0,0,0,0,2.83,2.83,0,0,17.63,2.83,2.83,0,100,,4,0.7,33,47,47,42,224,224,,,,,,,,5.79,25.58,0.15,2.72,2.07,15.39,0.08,,,,,,,
Jamal Agnew,,0,WR,WR4,3000,JAC,vs SF,29,20.75,5.2,4.7,2.4,0,0,0,0,0,0,0,0,0,1.76,0.0531,1.76,1.33,11.48,0.05,0,0,0,0,0,0,2.78,2.78,0,0,13.18,2.78,2.78,0,100,,0,0.9,47,98,98,55,225,225,,,,,,,,0.73,3.82,,1.91,1.45,12.59,0.14,,,,,,,
Eli Mitchell,,0,RB,RB2,4300,SF,@ JAC,5,23.75,8.6,8.7,1.6,0,0,0,0,0,0.1533,4.3,17.28,0.17,4.3,0,0,0,0,0,0,0,0,0,0,0,2.75,2.75,0,0,19.95,2.75,2.75,0,100,,22,0.6,33,48,48,42,226,226,,,,,,,,13.05,61.52,0.33,1.38,1.19,6.95,0.05,,,,,,,
Rico Dowdle,,0,RB,RB2,4300,DAL,vs NYG,29,27.75,3.5,0,4,0,0,0,0,0,0.2108,7.31,27.36,0,7.31,0,0,0,0,0,0,0,0,0,0,0,2.74,2.74,0,0,9.74,2.74,2.74,0,100,,0,0.6,33,49,49,42,227,227,,,,,,,,3,11.21,,0.57,0.5,4.07,0.07,,,,,,,
Ameer Abdullah,,0,RB,RB2,4200,LV,vs NYJ,27,17.75,5,3.4,2.3,0,0,0,0,0,0.0174,0.44,1.78,0.01,2.18,0.0571,1.74,1.25,9.32,0.05,0,0,0,0,0,0,2.72,2.72,0,0,12.72,2.72,2.72,0,100,,0,0.6,34,50,50,43,228,228,,,,,,,,3.87,15.03,0.06,1.97,1.43,10.72,0.07,,,,,,,
Jamison Crowder,,0,WR,WR4,3400,WAS,@ SEA,28,19.75,7.9,3,4.1,0,0,0,0,0,0,0,0,0,1.56,0.0411,1.56,1.09,11.87,0.07,0,0,0,0,0,0,2.7,2.7,0,0,18.5,2.7,2.7,0,100,,24,0.8,43,99,99,51,229,229,0.03,0.01,0.39,,0.01,0.01,2.18,0.16,0.75,,5.91,3.95,44.24,0.27,,,,,,,
Tyler Scott,,0,WR,WR4,3000,CHI,vs CAR,5,20.75,1.7,0,2.4,0,0,0,0,0,0,0,0,0,2.94,0.0983,2.94,1.41,11.42,0.02,0,0,0,0,0,0,2.67,2.67,0,0.12,6.07,2.67,2.67,0,100,,29,0.9,47,100,100,55,230,230,,,,,,,,0.71,4,,2.43,1.14,8.86,,,,,,,,
Harrison Bryant,,0,TE,TE2,2500,CLE,@ BAL,3,16.25,3.9,4.4,1.3,0,0,0,0,0,0,0,0,0,1.66,0.0565,1.66,1.02,8.93,0.12,0,0,0,0,0,0,2.63,2.63,0,0,10.43,2.63,2.63,0,100,,7,1.1,26,42,42,60,231,231,,,,,,,,0.09,0.3,,2.47,1.68,15.26,0.17,,,,,,,
Zach Pascal,,0,WR,WR4,3000,ARI,vs ATL,2,20.75,6.6,2.4,0.7,0,0,0,0,0,0,0,0,0,1.71,0.046,1.71,0.93,10.16,0.08,0,0,0,0,0,0,2.43,2.43,0,0,15.63,2.43,2.43,0,100,,0,0.8,47,101,101,55,232,232,0.02,,,,,,0.51,0.09,0.57,,3.49,2.06,25.09,0.2,,,,,,,
Jalen Reagor,,0,WR,WR3,3000,NE,vs IND,14,20.75,4,1.6,1.4,0,0,0,0,0,0,0,0,0,1.94,0.0499,1.94,0.96,11.14,0.04,0,0,0,0,0,0,2.31,2.31,0,0,10.31,2.31,2.31,0,100,,0,0.8,47,102,102,55,233,233,,,,,,,,0.38,1.73,,2.77,1.54,17.1,0.08,,,,,,,
Scotty Miller,,0,WR,WR4,3100,ATL,@ ARI,1,22.75,5.6,3.5,3.2,0,0,0,0,0,0,0,0,0,1.25,0.0375,1.25,0.76,9.08,0.08,0,0,0,0,0,0,2.15,2.15,0,0,13.35,2.15,2.15,0,100,,0,0.7,46,103,103,54,234,234,,,,,,,,0.17,1.72,0.02,2.89,1.7,21.23,0.11,,,,,,,
Mike Boone,,0,RB,RB2,4000,HOU,@ CIN,17,21,5.1,3.6,1.3,0,0,0,0,0,0.1102,3.1,15.73,0.08,3.1,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,0,0,12.25,2.05,2.05,0,100,,0,0.5,35,51,51,45,235,235,,,,,,,,2.64,13.82,0.1,0.79,0.56,4.49,,,,,,,,
Tim Jones,,0,WR,WR3,3000,JAC,vs SF,29,20.75,1.6,0,1.5,0,0,0,0,0,0,0,0,0,1.47,0.0443,1.47,0.98,7.6,0.03,0,0,0,0,0,0,1.92,1.92,0,0,5.12,1.92,1.92,0,100,,0,0.6,47,104,104,55,236,236,,,,,,,,,,,1.4,1,5.4,,,,,,,,
Derius Davis,,0,WR,WR4,3100,LAC,vs DET,11,23.25,2.6,0,2.4,0,0,0,0,0,0,0,0,0,1.49,0.0444,1.49,1.31,5.98,0,0,0,0,0,0,0,1.91,1.91,0,0,7.11,1.91,1.91,0,100,,0,0.6,46,105,105,54,237,237,,,,,,,,0.88,9.38,,1.13,1,4.75,,,,,,,,
Ty Montgomery,,0,RB,WR3,4000,NE,vs IND,30,20.75,7,10.3,1,0,0,0,0,0,0,0,0,0,1.51,0.0388,1.51,0.99,7.6,0.02,0,0,0,0,0,0,1.87,1.87,0,0,15.87,1.87,1.87,0,100,,0,0.5,35,52,52,45,238,238,,,,,,,,3.38,15.01,0.11,2.61,1.84,14.34,0.05,,,,,,,
Tank Bigsby,,0,RB,RB2,4200,JAC,vs SF,7,20.75,2.7,0,2.4,0,0,0,0,0,0.1162,2.75,6.85,0.19,2.75,0,0,0,0,0,0,0,0,0,0,0,1.83,1.83,0,0,7.23,1.83,1.83,0,100,,0,0.4,34,53,53,43,239,239,,,,,,,,3.29,7.71,0.29,0.43,0.14,0.86,,,,,,,,
Ray-Ray McCloud,,0,WR,WR4,3200,SF,@ JAC,15,23.75,3.6,3.4,2.4,0,0,0,0,0,0,0,0,0,1.25,0.0434,1.25,0.85,8.39,0.01,0,0,0,0,0,0,1.75,1.75,0,0,8.95,1.75,1.75,0,100,,0,0.5,45,106,106,53,240,240,,,,,,,,0.2,2.61,0.01,1.82,1.21,10.18,0.01,,,,,,,
Keaontay Ingram,,0,RB,RB2,4500,ARI,vs ATL,14,20.75,3.1,1.8,2.3,0,0,0,0,0,0.1783,5.22,11.43,0.04,5.22,0,0,0,0,0,0,0,0,0,0,0,1.38,1.38,0,0,7.58,1.38,1.38,0,100,,0,0.3,31,54,54,40,241,241,,,,,,,,3.75,8.25,0.06,0.56,0.5,2.94,,,,,,,,
Ty Chandler,,0,RB,RB2,4000,MIN,vs NO,16,19.25,1.4,2,1.7,0,0,0,0,0,0.0951,1.92,11.12,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,3.91,1.11,1.11,0,100,,18,0.3,35,55,55,45,242,242,,,,,,,,1.56,6.89,,0.67,0.56,4.78,,,,,,,,
Xavier Gipson,,0,WR,WR3,3000,NYJ,@ LV,19,18.75,1.9,0,1.1,0,0,0,0,0,0,0,0,0,0.53,0.014,0.53,0.39,4.59,0,0,0,0,0,0,0,0.85,0.85,0,0,4.65,0.85,0.85,0,100,,0,0.3,47,107,107,55,243,243,,,,,,,,0.5,4.25,,0.5,0.38,4.5,,,,,,,,
Trayveon Williams,,0,RB,RB2,4700,CIN,vs HOU,20,26,2.4,1.1,1.1,0,0,0,0,0,0.044,1.12,4.84,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0,0,5.28,0.48,0.48,0,100,,0,0.1,29,56,56,38,244,244,,,,,,,,2.28,11.08,,0.64,0.48,2.84,,,,,,,,
Ryan Tannehill,!,0,QB,QB2,5000,TEN,@ TB,19,18.25,7.5,14.4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,56,0,19,28,28,35,245,245,28.91,18.89,220.3,0.69,2.5,1.47,96.07,2.88,12.5,0.22,0.03,0.03,0.11,0.01,,,,,,,
Easton Stick,,0,QB,QB2,5000,LAC,vs DET,20,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,19,28,28,35,245,245,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Jimmy Garoppolo,,0,QB,QB2,5000,LV,vs NYJ,1,17.75,8.1,15.8,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,19,28,28,35,245,245,25.34,17.04,207.12,0.71,1.78,1.25,89.72,2.43,3.37,0.09,0.03,0.03,-0.04,,,,,,,,
Jake Browning,,0,QB,QB2,4800,CIN,vs HOU,14,26,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,21,28,28,37,245,245,1,,,,,,2.1,1,-1,,,,,,,,,,,,
Jordan Mason,,0,RB,RB3,4800,SF,@ JAC,5,23.75,3.6,4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,28,57,57,37,245,245,,,,,,,,4.27,25,0.2,0.13,0.07,0.87,,,,,,,,
Clayton Tune,,0,QB,QB2,4800,ARI,vs ATL,22,20.75,1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,21,28,28,37,245,245,10.5,6,31,1,3.5,,60.2,2.5,14,,,,,,,,,,,,
C.J. Beathard,,0,QB,QB2,4700,JAC,vs SF,24,20.75,8.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,22,28,28,38,245,245,20.48,12.08,141.84,0.56,1.88,0.72,70.82,2.36,9.16,0.16,,,,,,,,,,,
Mitchell Trubisky,,0,QB,QB2,4700,PIT,vs GB,5,20.75,9.6,11.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,22,28,28,38,245,245,27.65,17.71,185.54,0.69,1.91,1.06,84.49,3.46,17.51,0.17,,,,,,,,,,,
Kyle Trask,,0,QB,QB2,4700,TB,vs TEN,15,20.25,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,22,28,28,38,245,245,9,3,23,,,,42.4,,,,,,,,,,,,,,
Malik Willis,,0,QB,QB3,4700,TEN,@ TB,19,18.25,4.1,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,22,28,28,38,245,245,7.33,3.89,38.89,0.33,0.44,,14.49,3.56,16,0.11,,,,,,,,,,,
Desmond Ridder,,0,QB,QB2,4700,ATL,@ ARI,29,22.75,7.5,10.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,22,28,28,38,245,245,29.58,19.17,200.75,0.5,2.08,0.67,58.04,3.75,16.92,0.25,0.08,0.08,-0.5,,,,,,,,
Keaton Mitchell,!,0,RB,RB3,4700,BAL,vs CLE,4,22.25,10.7,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,29,57,57,38,245,245,,,,,,,,4.5,69,0.5,1,1,2.5,,,,,,,,
Brian Hoyer,,0,QB,QB3,4600,LV,vs NYJ,1,17.75,9.4,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,23,28,28,39,245,245,20.51,12.43,137.83,0.47,1.19,0.72,65.59,1.49,0.64,0.02,,,,,,,,,,,
Zamir White,,0,RB,RB3,4600,LV,vs NYJ,27,17.75,1.6,0.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,30,57,57,39,245,245,,,,,,,,1.94,6.53,,0.35,0.35,2.24,,,,,,,,
Kyle Allen,,0,QB,QB2,4600,BUF,vs DEN,28,26.75,8.3,10.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,23,28,28,39,245,245,27.08,16.96,182.08,0.81,2.31,1,77.79,2.27,6.46,0.15,,,,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4600,DEN,@ BUF,16,19.75,9.1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,23,28,28,39,245,245,11.91,7,84.18,0.64,1.09,0.55,50.5,2.09,8.09,,,,,,,,,,,,
Tyler Huntley,,0,QB,QB2,4600,BAL,vs CLE,3,22.25,8.7,10.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,23,28,28,39,245,245,17.39,11.39,99.56,0.39,1.39,0.33,62.13,5.89,26.11,0.17,,,,,,,,,,,
Chris Evans,,0,RB,RB3,4600,CIN,vs HOU,20,26,4.6,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,30,57,57,39,245,245,,,,,,,,0.95,4.45,,1.1,0.95,9.4,0.15,,,,,,,
Jameis Winston,,0,QB,QB2,4600,NO,@ MIN,12,21.25,8.8,17.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,23,28,28,39,245,245,32.42,19.86,249.35,1.1,2.22,1.58,81.54,3.35,13.85,0.13,,,,,,,,,,,
