,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
D'Onta Foreman,,0,RB,5100,TEN,vs JAC,24,26.25,6.6,1.5,8,0,0,0,0,0,0.3549,9.44,40.76,0.2,9.44,0,0,0,0,0,0,0,0,0,0,0,5.28,5.28,0,0,18.48,5.28,5.28,0,100,,7,1,14.20,2.8,15,25,41,41,70,35,192,192,,,,,,,,8.96,38.69,0.19,0.85,0.65,9,0.04,,,,,,,
Devin Duvernay,,0,WR,3500,BAL,@ CLE,16,20.50,4.7,3.1,5.4,0,0,0,0,0,0,0,0,0,2.84,0.097,2.84,2.14,20.4,0.17,0,0,0,0,0,0,5.2,5.2,0,0,14.6,5.2,5.2,0,100,,18,1.5,3.70,1.1,68,45,80,80,145,51,193,193,,,,,,,,0.39,3.58,,2.61,1.97,19.55,0.15,,,,,,,
Carlos Hyde,,0,RB,4600,JAC,@ TEN,18,18.25,7.7,7.8,4.2,0,0,0,0,0,0.273,5.69,22.98,0.16,7.4,0.0477,1.71,1.19,6.21,0.02,0,0,0,0,0,0,5.19,5.19,0,0,20.59,5.19,5.19,0,100,,25,1.1,1.80,0.4,49,30,42,42,163,40,194,194,,,,,,,,12.91,52.14,0.36,2.36,1.64,9.03,0.04,,,,,,,
Rams,,0,DST,3100,LAR,@ ARI,11,27,6.2,8.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0.92,0.38,0,0,27,5.04,5.04,0,0,17.44,5.04,5.04,0,100,,23,1.6,8.00,2.6,8,9,20,20,112,55,195,195,,,,,,,,,,,,,,,2.71,0.91,0.57,0.2,0.06,21.32,343.43
Zay Jones,,0,WR,3400,LV,@ KC,6,19.50,6.3,3.3,4.9,0,0,0,0,0,0,0,0,0,3.63,0.1115,3.63,2.06,21.21,0.12,0,0,0,0,0,0,4.9,4.9,0,0,17.5,4.9,4.9,0,100,,5,1.4,6.50,1.9,56,46,81,81,121,52,196,196,0.03,0.01,0.39,,,,1.61,0.07,0.08,,4.63,2.63,28.51,0.17,,,,,,,
Rashod Bateman,,0,WR,4700,BAL,@ CLE,16,20.50,6.2,0,7.9,0,0,0,0,0,0,0,0,0,2.92,0.1,2.92,1.87,23.86,0.1,0,0,0,0,0,0,4.86,4.86,0,0,17.26,4.86,4.86,0,100,,36,1,20.30,4.3,11,33,82,82,38,39,197,197,,,,,,,,,,,5.56,3.56,47.38,0.19,,,,,,,
DeSean Jackson,,0,WR,3900,LV,@ KC,6,19.50,8.4,9,6.8,0,0,0,0,0,0,0,0,0,2.7,0.083,2.7,1.54,25.42,0.13,0,0,0,0,0,0,4.86,4.86,0,0,21.66,4.86,4.86,0,100,,21,1.2,2.90,0.7,72,41,82,82,151,47,197,197,,,,,,,,0.15,1.14,0.01,5.34,3.05,52.97,0.27,,,,,,,
Bills,,0,DST,2700,BUF,@ TB,1,27.75,5.9,7.2,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.19,0.74,0,0.07,27.75,4.84,4.84,0,0,16.64,4.84,4.84,0,100,,17,1.8,1.00,0.4,13,13,21,21,171,59,198,198,,,,,,,,,,,,,,,2.24,0.98,0.54,0.13,0.03,20.88,330.93
Tajae Sharpe,,0,WR,3600,ATL,@ CAR,20,19.75,5,0,4.2,0,0,0,0,0,0,0,0,0,3.22,0.0979,3.22,1.77,21.35,0.15,0,0,0,0,0,0,4.81,4.81,0,0,14.81,4.81,4.81,0,100,,0,1.3,1.70,0.5,77,44,83,83,164,50,199,199,,,,,,,,0.03,0.27,,3.26,1.79,21,0.13,,,,,,,
Albert Okwuegbunam,,0,TE,3100,DEN,vs DET,17,27.00,4.2,7.3,5.6,0,0,0,0,0,0,0,0,0,2.58,0.0744,2.58,1.98,19.47,0.12,0,0,0,0,0,0,4.65,4.65,0,0,13.05,4.65,4.65,0,100,,28,1.5,15.10,4.9,4,21,33,33,65,55,200,200,,,,,,,,,,,3.25,2.5,24.8,0.15,,,,,,,
James Washington,,0,WR,3300,PIT,@ MIN,32,20.75,5.8,6.6,3.9,0,0,0,0,0,0,0,0,0,2.68,0.0712,2.68,1.43,21.62,0.14,0,0,0,0,0,0,4.43,4.43,0,0,16.03,4.43,4.43,0,100,,6,1.3,16.50,5,21,47,84,84,54,53,201,201,,,,,,,,0.03,0.22,,3.78,2.02,28.97,0.2,,,,,,,
Hayden Hurst,,0,TE,2500,ATL,@ CAR,7,19.75,4.8,9.3,5.1,0,0,0,0,0,0,0,0,0,2.32,0.0706,2.32,1.59,16.75,0.19,0,0,0,0,0,0,4.41,4.41,0,0,14.01,4.41,4.41,0,100,,24,1.8,7.30,2.9,17,27,34,34,117,61,202,202,,,,,,,,0.02,,,3.53,2.42,24.76,0.24,,,,,,,
Latavius Murray,,0,RB,4900,BAL,@ CLE,22,20.50,8.1,9.3,7.1,0,0,0,0,0,0.2391,6.85,28.03,0.26,6.85,0,0,0,0,0,0,0,0,0,0,0,4.36,4.36,0,0,20.56,4.36,4.36,0,100,,23,0.9,6.10,1.2,36,27,43,43,123,37,203,203,,,,,,,,11.38,46.57,0.44,2.07,1.65,11.4,0.03,,,,,,,
Demarcus Robinson,,0,WR,3000,KC,vs LV,10,28.50,5.7,6.9,5,0,0,0,0,0,0,0,0,0,2.48,0.065,2.48,1.56,17.77,0.15,0,0,0,0,0,0,4.24,4.24,0,0,15.64,4.24,4.24,0,100,,0,1.4,0.00,,81,50,85,85,175,56,204,204,,,,,,,,,,,3.25,2.04,24.11,0.2,,,,,,,
Tyler Johnson,,0,WR,3200,TB,vs BUF,2,27.75,3.4,3.8,3.9,0,0,0,0,0,0,0,0,0,2.84,0.0734,2.84,1.84,19.46,0.07,0,0,0,0,0,0,4.21,4.21,0,0,11.01,4.21,4.21,0,100,,23,1.3,4.70,1.5,62,48,86,86,137,54,205,205,,,,,,,,,,,2.93,1.9,20.86,0.07,,,,,,,
Falcons,,0,DST,2900,ATL,@ CAR,23,21.75,5.7,4.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.56,0.56,0,0.09,21.75,4.18,4.18,0,0,15.58,4.18,4.18,0,100,,0,1.4,13.00,4.5,5,11,22,22,76,57,206,206,,,,,,,,,,,,,,,1.82,0.77,0.51,0.17,0.02,23.69,365.31
Austin Walter,!,0,RB,4000,NYJ,vs NO,12,19.00,3.2,0,6.5,0,0,0,0,0,0.2646,6.68,25.95,0.26,6.68,0,0,0,0,0,0,0,0,0,0,0,4.16,4.16,0,0,10.56,4.16,4.16,0,100,,33,1,0.00,,58,35,44,44,175,46,207,207,,,,,,,,6.5,25.25,0.25,0.75,0.5,2.25,,,,,,,,
Dede Westbrook,,0,WR,3100,MIN,vs PIT,21,23.75,6.6,0.2,1.4,0,0,0,0,0,0,0,0,0,2.75,0.0806,2.75,1.72,18.26,0.1,0,0,0,0,0,0,4.15,4.15,0,0,17.35,4.15,4.15,0,100,,26,1.3,0.00,,81,49,87,87,175,55,208,208,0.02,,,,,,0.04,0.28,2.5,,5.66,3.54,37.46,0.18,,,,,,,
Khadarel Hodge,,0,WR,3000,DET,@ DEN,22,15.00,3.2,4.1,1.9,0,0,0,0,0,0,0,0,0,2.55,0.0844,2.55,1.4,20.92,0.11,0,0,0,0,0,0,4.15,4.15,0,0,10.55,4.15,4.15,0,100,,0,1.4,0.00,,81,50,87,87,175,56,208,208,,,,,,,,,,,2.13,1.17,17.5,,,,,,,,
Commanders,,0,DST,2500,WAS,vs DAL,3,27,5.1,7.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.48,0.4,0,0.08,27,4.15,4.15,0,0,14.35,4.15,4.15,0,100,,22,1.7,14.00,5.6,4,15,23,23,72,61,208,208,,,,,,,,,,,,,,,2.55,0.8,0.55,0.13,0.03,23.39,362.92
Kyle Juszczyk,,0,RB,4000,SF,@ CIN,5,25.50,,,,0,0,0,0,0,0,0,0,0,2.77,0.088,2.77,2.07,15.32,0.08,0,0,0,0,0,0,4.08,4.08,0,0,,4.08,4.08,0,100,,0,1,1.50,0.4,51,35,45,45,166,46,209,209,,,,,,,,,,,,,,,,,,,,,
Jets,,0,DST,2500,NYJ,vs NO,15,23,5.3,3.9,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.35,0.45,0,0,23,4,4,0,0,14.6,4,4,0,100,,2,1.6,2.00,0.8,12,15,24,24,161,61,210,210,,,,,,,,,,,,,,,2.03,0.73,0.51,0.13,0.03,24.74,361.89
Tavon Austin,,0,WR,3200,JAC,@ TEN,29,18.25,6.8,1,3.4,0,0,0,0,0,0,0,0,0,3.02,0.084,3.02,1.79,15.31,0.1,0,0,0,0,0,0,3.92,3.92,0,0,17.52,3.92,3.92,0,100,,0,1.2,4.70,1.5,62,48,88,88,137,54,211,211,,,,,,,,1.88,11.93,0.09,3.63,2.15,19.38,0.15,,,,,,,
Lions,,0,DST,2400,DET,@ DEN,25,27,5.3,2.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.67,0.5,0,0,27,3.92,3.92,0,0,14.52,3.92,3.92,0,100,,0,1.6,-3.00,,17,16,25,25,181,62,211,211,,,,,,,,,,,,,,,1.97,0.58,0.49,0.14,0.05,25.31,373.34
Terrace Marshall Jr.,,0,WR,3100,CAR,vs ATL,12,21.75,2.5,0,3.1,0,0,0,0,0,0,0,0,0,2.84,0.0818,2.84,1.61,13.42,0.16,0,0,0,0,0,0,3.91,3.91,0,0.16,8.91,3.91,3.91,0,100,,7,1.3,0.00,,81,49,89,89,175,55,212,212,,,,,,,,,,,2.5,1.42,11.5,,,,,,,,
Jaguars,,0,DST,2300,JAC,@ TEN,4,26.25,6.7,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.44,0.08,0,0.18,26.25,3.85,3.85,0,0,17.25,3.85,3.85,0,100,,0,1.7,5.00,2.2,11,17,26,26,134,63,213,213,,,,,,,,,,,,,,,2.28,0.73,0.43,0.22,0.02,23.88,355.69
Ty'Son Williams,,0,RB,4000,BAL,@ CLE,22,20.50,6.2,0,6.9,0,0,0,0,0,0.103,2.95,15.59,0.08,4.06,0.038,1.11,0.84,7.47,0.03,0,0,0,0,0,0,3.81,3.81,0,0,16.21,3.81,3.81,0,100,,0,1,0.00,,58,35,46,46,175,46,214,214,,,,,,,,5,26.43,0.14,1.71,1.29,12,,,,,,,,
Brevin Jordan,,0,TE,2500,HOU,vs SEA,29,16.00,4.7,0,6.3,0,0,0,0,0,0,0,0,0,2.21,0.0771,2.21,1.5,11.11,0.2,0,0,0,0,0,0,3.81,3.81,0,0,13.21,3.81,3.81,0,100,,22,1.5,12.60,5,6,27,35,35,79,61,214,214,,,,,,,,,,,3.4,2.3,18.6,0.3,,,,,,,
O.J. Howard,,0,TE,2500,TB,vs BUF,3,27.75,6.6,9.4,4.2,0,0,0,0,0,0,0,0,0,1.78,0.046,1.78,1.17,16.22,0.16,0,0,0,0,0,0,3.75,3.75,0,0,16.95,3.75,3.75,0,100,,12,1.5,0.00,,40,27,36,36,175,61,215,215,,,,,,,,,,,3.56,2.33,33.69,0.31,,,,,,,
Giovani Bernard,!,0,RB,4400,TB,vs BUF,20,27.75,6.9,9.9,5.9,0,0,0,0,0,0,0,0,0,2.58,0.0668,2.58,1.91,14.62,0.06,0,0,0,0,0,0,3.73,3.73,0,0,17.53,3.73,3.73,0,100,,22,0.8,0.00,,58,32,47,47,175,42,216,216,,,,,,,,6.16,24.77,0.13,3.72,2.76,21.9,0.09,,,,,,,
Ravens,,0,DST,2800,BAL,@ CLE,24,23.5,6.9,8.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.4,0.4,0,0,23.5,3.68,3.68,0,0,17.48,3.68,3.68,0,100,,12,1.3,2.00,0.7,12,12,27,27,161,58,217,217,,,,,,,,,,,,,,,2.26,0.81,0.52,0.23,0.02,20.17,331.34
Dyami Brown,,0,WR,3000,WAS,vs DAL,23,21.00,2.6,0,2.9,0,0,0,0,0,0,0,0,0,2.81,0.0872,2.81,1.26,16.14,0.13,0,0,0,0,0,0,3.65,3.65,0,0,8.85,3.65,3.65,0,100,,13,1.2,0.00,,81,50,90,90,175,56,218,218,,,,,,,,0.1,-0.4,,2.9,1.3,17.1,,,,,,,,
Jaydon Mickens,,0,WR,3000,JAC,@ TEN,29,18.25,7.1,1,0.4,0,0,0,0,0,0,0,0,0,2.26,0.063,2.26,1.41,12.97,0.15,0,0,0,0,0,0,3.61,3.61,0,0,17.81,3.61,3.61,0,100,,0,1.2,0.00,,81,50,91,91,175,56,219,219,,,,,,,,,,,3.43,2.14,20.71,0.29,,,,,,,
Marcedes Lewis,,0,TE,2500,GB,vs CHI,4,27.00,3.9,4,2.9,0,0,0,0,0,0,0,0,0,2.18,0.0631,2.18,1.35,13.85,0.12,0,0,0,0,0,0,3.46,3.46,0,0,11.26,3.46,3.46,0,100,,0,1.4,9.10,3.6,12,27,37,37,104,61,220,220,,,,,,,,,,,2.28,1.41,15.02,0.13,,,,,,,
Ian Thomas,,0,TE,2500,CAR,vs ATL,22,21.75,4.3,3.1,2.8,0,0,0,0,0,0,0,0,0,2.47,0.071,2.47,1.55,14.72,0.07,0,0,0,0,0,0,3.44,3.44,0,0,12.04,3.44,3.44,0,100,,0,1.4,0.00,,40,27,38,38,175,61,221,221,,,,,,,,,,,3.06,1.92,17.74,0.08,,,,,,,
John Bates,,0,TE,3000,WAS,vs DAL,10,21.00,3.2,0,3.9,0,0,0,0,0,0,0,0,0,2.06,0.064,2.06,1.48,15.78,0.06,0,0,0,0,0,0,3.42,3.42,0,0,9.82,3.42,3.42,0,100,,20,1.1,2.90,1,30,22,39,39,151,56,222,222,,,,,,,,,,,2.4,1.73,18.87,0.07,,,,,,,
Tommy Tremble,,0,TE,2600,CAR,vs ATL,22,21.75,2.9,0,3.6,0,0,0,0,0,0,0,0,0,2.69,0.0774,2.69,1.53,13.93,0.07,0,0,0,0,0,0,3.34,3.34,0,0,9.14,3.34,3.34,0,100,,22,1.3,4.30,1.7,25,26,40,40,140,60,223,223,,,,,,,,0.18,0.65,0.06,2.59,1.47,13.06,0.06,,,,,,,
Ronald Jones,,0,RB,4200,TB,vs BUF,20,27.75,7.2,13,4.7,0,0,0,0,0,0.2462,5.06,22.3,0.18,5.06,0,0,0,0,0,0,0,0,0,0,0,3.31,3.31,0,0,17.71,3.31,3.31,0,100,,21,0.8,0.80,0.2,55,34,48,48,172,44,224,224,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Josiah Deguara,,0,TE,2600,GB,vs CHI,4,27.00,4,2.2,3.5,0,0,0,0,0,0,0,0,0,1.9,0.0548,1.9,1.36,13.38,0.1,0,0,0,0,0,0,3.3,3.3,0,0,11.3,3.3,3.3,0,100,,7,1.3,7.40,2.8,16,26,41,41,116,60,225,225,,,,,,,,,,,2.44,1.75,17.81,0.13,,,,,,,
Ray-Ray McCloud,,0,WR,3200,PIT,@ MIN,32,20.75,3.3,2,3.2,0,0,0,0,0,0,0,0,0,2.3,0.0612,2.3,1.55,10.78,0.11,0,0,0,0,0,0,3.29,3.29,0,0,9.89,3.29,3.29,0,100,,0,1,9.20,2.9,45,48,92,92,103,54,226,226,,,,,,,,0.22,2.27,,2.81,1.89,12.51,,,,,,,,
Corey Clement,,0,RB,4000,DAL,@ WAS,4,27.00,6.3,2.1,0.6,0,0,0,0,0,0.1991,5.35,21.92,0.18,5.35,0,0,0,0,0,0,0,0,0,0,0,3.27,3.27,0,0,15.87,3.27,3.27,0,100,,0,0.8,5.60,1.4,37,35,49,49,127,46,227,227,,,,,,,,4.93,20.2,0.17,1.56,1.29,12.39,0.1,,,,,,,
Damien Williams,,0,RB,4000,CHI,@ GB,7,16.00,9,0,6.2,0,0,0,0,0,0.047,1.18,5.05,0.06,2.53,0.0511,1.35,1.01,7.97,0.09,0,0,0,0,0,0,3.21,3.21,0,0,21.21,3.21,3.21,0,100,,0,0.8,2.70,0.7,47,35,50,50,153,46,228,228,,,,,,,,5.05,21.63,0.26,2.72,2.04,15.93,0.2,,,,,,,
Raiders,,0,DST,2600,LV,@ KC,18,28.5,4.4,2.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0.39,0.63,0.07,0,28.5,3.21,3.21,0,0,12.01,3.21,3.21,0,100,,0,1.2,-1.00,,15,14,28,28,179,60,228,228,,,,,,,,,,,,,,,1.68,0.63,0.48,0.06,0.03,25.59,364.82
Royce Freeman,,0,RB,4200,HOU,vs SEA,19,16.00,4.5,3.4,2.2,0,0,0,0,0,0.3237,6.09,23.39,0.13,6.09,0,0,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,12.12,3.12,3.12,0,100,,26,0.7,12.60,3,20,34,51,51,79,44,229,229,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
James O'Shaughnessy,,0,TE,2900,JAC,@ TEN,21,18.25,3.4,3.6,6.4,0,0,0,0,0,0,0,0,0,2.21,0.0616,2.21,1.49,14.05,0.03,0,0,0,0,0,0,3.08,3.08,0,0,9.88,3.08,3.08,0,100,,13,1.1,6.10,2.1,18,23,42,42,123,57,230,230,,,,,,,,,,,2.64,1.78,17.67,0.05,,,,,,,
Khalil Herbert,,0,RB,4200,CHI,@ GB,7,16.00,8.8,0,5.8,0,0,0,0,0,0.1778,4.48,21.68,0.15,4.48,0,0,0,0,0,0,0,0,0,0,0,3.07,3.07,0,0,20.67,3.07,3.07,0,100,,0,0.7,0.30,0.1,57,34,52,52,174,44,231,231,,,,,,,,8.61,41.67,0.28,1.17,1.06,7.39,,,,,,,,
Malik Turner,,0,WR,3000,DAL,@ WAS,28,27.00,5.3,0,5.2,0,0,0,0,0,0,0,0,0,1.44,0.0317,1.44,0.96,13.2,0.13,0,0,0,0,0,0,3.06,3.06,0,0,13.66,3.06,3.06,0,100,,0,1,0.00,,81,50,93,93,175,56,232,232,,,,,,,,,,,2.14,1.43,20,0.19,,,,,,,
Brock Wright,,0,TE,2500,DET,@ DEN,2,15.00,0,0,0.6,0,0,0,0,0,0,0,0,0,3.27,0.1082,3.27,1.64,3.27,0.18,0,0,0,0,0,0,3.05,3.05,0,3.05,3.05,3.05,3.05,0,100,,0,1.2,5.00,2,21,27,43,43,134,61,233,233,,,,,,,,,,,2,1,2,,,,,,,,
Rashaad Penny,,0,RB,4800,SEA,@ HOU,28,25.00,10.1,1.1,2.3,0,0,0,0,0,0.1571,3.77,21.43,0.15,3.77,0,0,0,0,0,0,0,0,0,0,0,3.04,3.04,0,0,23.24,3.04,3.04,0,100,,0,0.6,29.80,6.2,3,28,53,53,11,38,234,234,,,,,,,,8.54,48.54,0.33,0.92,0.69,5.69,0.03,,,,,,,
Jauan Jennings,,0,WR,3300,SF,@ CIN,26,25.50,6.2,0,3.4,0,0,0,0,0,0,0,0,0,1.78,0.0565,1.78,1.07,11.2,0.14,0,0,0,0,0,0,3.03,3.03,0,0,15.43,3.03,3.03,0,100,,0,0.9,7.60,2.3,52,47,94,94,114,53,235,235,,,,,,,,,,,3.15,1.9,20.9,0.25,,,,,,,
Anthony Miller,,0,WR,3000,PIT,@ MIN,32,20.75,6.7,6.7,4.8,0,0,0,0,0,0,0,0,0,1.76,0.0468,1.76,1.08,12.96,0.09,0,0,0,0,0,0,2.92,2.92,0,0,16.32,2.92,2.92,0,100,,13,1,0.00,,81,50,95,95,175,56,236,236,0.02,0.02,0.16,,,,2.33,0.2,0.76,,4.61,2.84,32.25,0.24,,,,,,,
Zach Gentry,,0,TE,2800,PIT,@ MIN,19,20.75,2.6,0,2.8,0,0,0,0,0,0,0,0,0,1.46,0.0389,1.46,1.19,11.44,0.08,0,0,0,0,0,0,2.81,2.81,0,0,8.01,2.81,2.81,0,100,,30,1,0.00,,40,24,44,44,175,58,237,237,,,,,,,,,,,2.36,1.93,17.57,,,,,,,,
John Ross,,0,WR,3200,NYG,@ LAC,15,17.25,7.7,1.9,4.9,0,0,0,0,0,0,0,0,0,1.93,0.0578,1.93,0.84,11.57,0.13,0,0,0,0,0,0,2.78,2.78,0,0,18.18,2.78,2.78,0,100,,0,0.9,1.70,0.5,77,48,96,96,164,54,238,238,,,,,,,,0.26,1.17,,4.09,1.77,27.34,0.31,,,,,,,
Collin Johnson,!,0,WR,3000,NYG,@ LAC,15,17.25,5.4,5.9,2.7,0,0,0,0,0,0,0,0,0,1.93,0.0578,1.93,1.08,12.55,0.07,0,0,0,0,0,0,2.76,2.76,0,0,13.56,2.76,2.76,0,100,,0,0.9,0.00,,81,50,97,97,175,56,239,239,,,,,,,,,,,3.06,1.71,22.18,0.12,,,,,,,
Wendell Smallwood,!,0,RB,4000,WAS,vs DAL,29,21.00,5.3,0,4.5,0,0,0,0,0,0,0,0,0,1.93,0.0599,1.93,1.38,10.7,0.04,0,0,0,0,0,0,2.69,2.69,0,0,13.29,2.69,2.69,0,100,,4,0.7,0.00,,58,35,54,54,175,46,240,240,,,,,,,,5.33,21.02,0.1,1.83,1.31,10.42,0.04,,,,,,,
Trent Sherfield,,0,WR,3000,SF,@ CIN,26,25.50,3.8,1.1,2.7,0,0,0,0,0,0,0,0,0,1.78,0.0565,1.78,0.99,10.51,0.05,0,0,0,0,0,0,2.34,2.34,0,0,9.94,2.34,2.34,0,100,,0,0.8,0.00,,81,50,98,98,175,56,241,241,,,,,,,,,,,2.7,1.5,16.8,0.07,,,,,,,
Godwin Igwebuike,,0,RB,4000,DET,@ DEN,14,15.00,,,,0,0,0,0,0,0.087,1.85,7.35,0.05,2.57,0.0239,0.72,0.54,4.19,0.02,0,0,0,0,0,0,2.11,2.11,0,0,,2.11,2.11,0,100,,0,0.5,1.50,0.4,51,35,55,55,166,46,242,242,,,,,,,,,,,,,,,,,,,,,
Damiere Byrd,,0,WR,3300,CHI,@ GB,8,16.00,6,7.9,3.8,0,0,0,0,0,0,0,0,0,1.3,0.0491,1.3,0.84,10.29,0.03,0,0,0,0,0,0,2.05,2.05,0,0,14.05,2.05,2.05,0,100,,5,0.6,15.60,4.7,24,47,99,99,61,53,243,243,,,,,,,,0.06,0.56,,3.77,2.44,29.6,0.1,,,,,,,
Jimmy Graham,,0,TE,3000,CHI,@ GB,11,16.00,6.7,9.1,5.2,0,0,0,0,0,0,0,0,0,1.03,0.0388,1.03,0.66,7.7,0.06,0,0,0,0,0,0,1.79,1.79,0,0,15.19,1.79,1.79,0,100,,26,0.6,2.90,1,30,22,45,45,151,56,244,244,,,,,,,,0.01,,,4.97,3.2,36.88,0.34,,,,,,,
DeeJay Dallas,,0,RB,4300,SEA,@ HOU,28,25.00,5.6,6.3,3,0,0,0,0,0,0.1017,2.44,9.31,0.14,2.44,0,0,0,0,0,0,0,0,0,0,0,1.77,1.77,0,0,12.97,1.77,1.77,0,100,,3,0.4,1.60,0.4,50,33,56,56,165,43,245,245,0.05,,,0.05,,,,3.33,12.71,0.19,2.14,1.9,12.43,0.05,,,,,,,
Qadree Ollison,,0,RB,4000,ATL,@ CAR,26,19.75,3.1,0.3,4,0,0,0,0,0,0.065,1.36,4.89,0.15,1.73,0.0113,0.37,0.23,0.9,0.01,0,0,0,0,0,0,1.77,1.77,0,0,7.97,1.77,1.77,0,100,,23,0.4,1.30,0.3,53,35,56,56,168,46,245,245,,,,,,,,3.38,12.15,0.38,0.62,0.38,1.46,,,,,,,,
Tony Jones,,0,RB,4400,NO,@ NYJ,32,23.00,1.9,1.3,2.6,0,0,0,0,0,0.1464,3.97,10.96,0.11,3.97,0,0,0,0,0,0,0,0,0,0,0,1.76,1.76,0,0,5.56,1.76,1.76,0,100,,17,0.4,3.90,0.9,43,32,57,57,143,42,246,246,,,,,,,,4.92,13.58,,0.83,0.58,3.42,,,,,,,,
Jaret Patterson,,0,RB,4000,WAS,vs DAL,29,21.00,5.2,0,1.5,0,0,0,0,0,0.1191,2.98,11.65,0.09,2.98,0,0,0,0,0,0,0,0,0,0,0,1.71,1.71,0,0,12.11,1.71,1.71,0,100,,0,0.4,4.80,1.2,41,35,58,58,136,46,247,247,,,,,,,,4.86,19,0.14,0.79,0.71,5.21,,,,,,,,
Kene Nwangwu,,0,RB,4200,MIN,vs PIT,31,23.75,2.3,0,3.2,0,0,0,0,0,0,0,0,0,1.43,0.0418,1.43,1.15,2.59,0.04,0,0,0,0,0,0,1.65,1.65,0,0,6.25,1.65,1.65,0,100,,39,0.4,0.00,,58,34,59,59,175,44,248,248,,,,,,,,2.17,10.17,,0.83,0.67,1.5,,,,,,,,
Cody Hollister,,0,WR,3000,TEN,vs JAC,13,26.25,1,2.2,4.2,0,0,0,0,0,0,0,0,0,0.93,0.0293,0.93,0.68,6.88,0.04,0,0,0,0,0,0,1.61,1.61,0,0.11,3.61,1.61,1.61,0,100,,63,0.5,1.60,0.5,78,50,100,100,165,56,249,249,,,,,,,,,,,1.83,1.33,13.33,,,,,,,,
C.J. Ham,,0,RB,4000,MIN,vs PIT,31,23.75,,,,0,0,0,0,0,0,0,0,0,1.05,0.0308,1.05,0.78,6.15,0.03,0,0,0,0,0,0,1.58,1.58,0,0,,1.58,1.58,0,100,,0,0.4,0.00,,58,35,60,60,175,46,250,250,,,,,,,,,,,,,,,,,,,,,
Antoine Wesley,,0,WR,3000,ARI,vs LAR,27,27.00,5.6,0,4.8,0,0,0,0,0,0,0,0,0,0.95,0.0282,0.95,0.53,5.63,0.08,0,0,0,0,0,0,1.57,1.57,0,0,12.77,1.57,1.57,0,100,,15,0.5,0.00,,81,50,101,101,175,56,251,251,,,,,,,,,,,3.78,2.11,23.11,0.33,,,,,,,
James Proche,,0,WR,3000,BAL,@ CLE,16,20.50,5,0.2,4,0,0,0,0,0,0,0,0,0,0.79,0.027,0.79,0.58,7.12,0.04,0,0,0,0,0,0,1.53,1.53,0,0,11.53,1.53,1.53,0,100,,0,0.5,0.00,,81,50,102,102,175,56,252,252,,,,,,,,,,,2.3,1.7,21.6,,,,,,,,
Keith Kirkwood,,0,WR,3000,CAR,vs ATL,12,21.75,3,2.3,2.4,0,0,0,0,0,0,0,0,0,0.65,0.0186,0.65,0.38,5.15,0.07,0,0,0,0,0,0,1.32,1.32,0,0,7.32,1.32,1.32,0,100,,41,0.4,0.00,,81,50,103,103,175,56,253,253,,,,,,,,,,,2.67,1.58,20.58,0.25,,,,,,,
Eno Benjamin,,0,RB,4000,ARI,vs LAR,13,27.00,3.3,0,3,0,0,0,0,0,0.1039,2.65,10.47,0.04,2.65,0,0,0,0,0,0,0,0,0,0,0,1.29,1.29,0,0,7.89,1.29,1.29,0,100,,34,0.3,0.00,,58,35,61,61,175,46,254,254,,,,,,,,5,19.75,0.08,1.83,1.42,11.42,,,,,,,,
Justin Jackson,,0,RB,4200,LAC,vs NYG,15,26.25,6.7,8.2,2.8,0,0,0,0,0,0.0879,1.95,9.79,0.04,1.95,0,0,0,0,0,0,0,0,0,0,0,1.22,1.22,0,0,14.62,1.22,1.22,0,100,,1,0.3,5.20,1.2,39,34,62,62,131,44,255,255,,,,,,,,5.5,27.61,0.11,2.21,1.82,13.76,0.03,,,,,,,
