,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Andre Roberts,,0,WR,3000,HOU,@ BUF,4,15.00,3.2,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.16,0.98,,1.91,1.05,12.11,0.07,,,,,,,
Nico Collins,!,0,WR,3000,HOU,@ BUF,4,15.00,3.6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,4.56,2.44,33.13,0.06,,,,,,,
Tarik Black,,0,WR,3000,IND,@ MIA,20,20.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,1,10,,,,,,,,
Keke Coutee,,0,WR,3000,IND,@ MIA,20,20.00,7.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.21,0.58,0.04,5.5,3.96,44,0.21,,,,,,,
Gary Jennings,!,0,WR,3000,IND,@ MIA,20,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
J.J. Nelson,!,0,WR,3000,IND,@ MIA,20,20.00,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.24,2.35,0.02,3.73,1.73,29.49,0.22,,,,,,,
De'Michael Harris,,0,WR,3000,IND,@ MIA,20,20.00,3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,1,7.67,,1.67,1.67,13.17,,,,,,,,
Ashton Dulin,,0,WR,3000,IND,@ MIA,20,20.00,3.7,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,2.70,0.9,79,49,113,113,163,54,289,289,,,,,,,,0.26,2,,1.78,1.04,15.26,0.09,,,,,,,
Dezmon Patmon,!,0,WR,3000,IND,@ MIA,20,20.00,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,0.8,9,0.2,,,,,,,
Quartney Davis,,0,WR,3000,IND,@ MIA,20,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Mike Strachan,,0,WR,3000,IND,@ MIA,20,20.00,2.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,1.25,21.25,,,,,,,,
Dax Milne,!,0,WR,3000,WAS,@ ATL,21,24.75,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.09,0.09,,1.45,0.91,8.09,,,,,,,,
Dalton Schoen,,0,WR,3000,WAS,@ ATL,21,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
DeAndre Carter,,0,WR,3000,WAS,@ ATL,21,24.75,4.6,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,9.40,3.1,46,49,113,113,105,54,289,289,,,,,,,,0.35,2.91,,2.91,2.03,24.71,0.12,,,,,,,
Isaiah Wright,,0,WR,3000,WAS,@ ATL,21,24.75,3.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,93,49,113,113,187,54,289,289,0.08,,,,,,3.3,0.25,1.33,,3,2.25,16.42,,,,,,,,
Kelvin Harmon,,0,WR,3000,WAS,@ ATL,21,24.75,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,93,49,113,113,187,54,289,289,0.08,0.08,0.85,,,,10.1,,,,3.38,2.31,28.08,,,,,,,,
Marken Michel,,0,WR,3000,WAS,@ ATL,21,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Antonio Gandy-Golden,,0,WR,3000,WAS,@ ATL,21,24.75,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.25,5.5,,1.75,0.25,0.75,,,,,,,,
Tony Brown,,0,WR,3000,WAS,@ ATL,21,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Tamorrion Terry,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Connor Wedington,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Travis Toivonen,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
DWayne Eskridge,!,0,WR,3000,SEA,@ SF,7,25.00,3.5,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.4,5.9,,2.3,1.2,7,0.1,,,,,,,
Penny Hart,,0,WR,3000,SEA,@ SF,7,25.00,1.3,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.1,1.9,,1.3,0.8,6.2,,,,,,,,
Cody Thompson,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
John Ursua,!,0,WR,3000,SEA,@ SF,7,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,1,1,11,,,,,,,,
Aaron Fuller,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Darece Roberson Jr.,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Anthony Ratliff-Williams,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Darvin Kidsy,,0,WR,3000,SEA,@ SF,7,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,1,8,,,,,,,,
Cade Johnson,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Isaac Whitney,,0,WR,3000,ARI,@ LAR,3,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Andy Isabella,!,0,WR,3000,ARI,@ LAR,3,25.00,5.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.23,0.41,,2.36,1.45,19.82,0.14,,,,,,,
Antoine Wesley,,0,WR,3000,ARI,@ LAR,3,25.00,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.78,2.11,23.11,0.33,,,,,,,
A.J. Richardson,,0,WR,3000,ARI,@ LAR,3,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Aleva Hifo,,0,WR,3000,ARI,@ LAR,3,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Josh Doctson,!,0,WR,3000,ARI,@ LAR,3,25.00,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.03,-0.44,,5.06,2.53,34.38,0.25,,,,,,,
Greg Dortch,,0,WR,3000,ARI,@ LAR,3,25.00,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.25,6,,4,3.5,33.25,0.25,,,,,,,
Andre Baccellia,,0,WR,3000,ARI,@ LAR,3,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,2,12,,,,,,,,
Steven Sims Jr.,,0,WR,3000,PIT,@ GB,13,19.50,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,0.00,,93,49,113,113,187,54,289,289,0.04,,,,,,0.08,0.44,4.28,0.04,3.88,2.56,24.32,0.24,,,,,,,
Tyler Vaughns,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Rico Bussey,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Anthony Johnson,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Isaiah McKoy,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Cody White,,0,WR,3000,PIT,@ GB,13,19.50,2,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2,1.67,11,,,,,,,,
Mathew Sexton,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Tyler Simmons,,0,WR,3000,PIT,@ GB,13,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Binjimen Victor,,0,WR,3000,BAL,@ DEN,5,21.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Devin Gray,,0,WR,3000,BAL,@ DEN,5,21.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Miles Boykin,!,0,WR,3000,BAL,@ DEN,5,21.50,3.8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.3,1.3,17.2,0.23,,,,,,,
Jaylon Moore,,0,WR,3000,BAL,@ DEN,5,21.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Rashod Bateman,!,0,WR,3000,BAL,@ DEN,5,21.50,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,5.64,3.71,48.71,0.21,,,,,,,
James Proche,,0,WR,3000,BAL,@ DEN,5,21.50,5,0.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,12.40,4.1,31,49,113,113,79,54,289,289,,,,,,,,,,,2.3,1.7,21.6,,,,,,,,
Tylan Wallace,,0,WR,3000,BAL,@ DEN,5,21.50,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,1.5,0.5,5.33,,,,,,,,
Javon Wims,,0,WR,3000,LV,@ LAC,16,24.25,3.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.04,0.09,,2.61,1.26,12.78,0.09,,,,,,,
Trent Taylor,,0,WR,3000,CIN,vs JAC,19,26.50,4.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.44,2.25,21.44,0.08,,,,,,,
Stanley Morgan,,0,WR,3000,CIN,vs JAC,19,26.50,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.13,0.38,,1.75,0.63,3.63,,,,,,,,
Trenton Irwin,,0,WR,3000,CIN,vs JAC,19,26.50,0.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,61,0,3.50,1.2,73,49,113,113,155,54,289,289,,,,,,,,,,,2.33,1,13,,,,,,,,
John Hightower,,0,WR,3000,PHI,vs KC,12,23.50,2.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,,,93,49,113,113,187,54,289,289,,,,,,,,0.1,0.1,,2.9,1,16.7,,,,,,,,
Dan Chisena,!,0,WR,3000,MIN,vs CLE,11,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Blake Proehl,!,0,WR,3000,MIN,vs CLE,11,25.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
River Cracraft,,0,WR,3000,SF,vs SEA,1,27.00,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,65,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.6,1.6,17.4,0.2,,,,,,,
DaeSean Hamilton,!,0,WR,3000,DEN,vs BAL,18,22.50,5.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,4.44,2.53,26.03,0.16,,,,,,,
David Moore,,0,WR,3000,DEN,vs BAL,18,22.50,6,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.3,2.15,,3,1.72,25.98,0.28,,,,,,,
Tre Nixon,,0,WR,3000,NE,vs TB,22,21.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Kristian Wilkerson,,0,WR,3000,NE,vs TB,22,21.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,8,4,42,2,,,,,,,
N'Keal Harry,,0,WR,3000,NE,vs TB,22,21.00,3.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,2.00,0.7,84,49,113,113,170,54,289,289,,,,,,,,0.27,1.87,,3.7,1.97,20.63,0.13,,,,,,,
Gunner Olszewski,,0,WR,3000,NE,vs TB,22,21.00,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.54,3.85,,0.92,0.69,9.77,0.08,,,,,,,
Matt Slater,,0,WR,3000,NE,vs TB,22,21.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Maurice French,,0,WR,3000,LAC,vs LV,26,27.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,1,3,,,,,,,,,,,,
Michael Bandy,,0,WR,3000,LAC,vs LV,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Austin Proehl,,0,WR,3000,LAC,vs LV,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
K.J. Hill,,0,WR,3000,LAC,vs LV,26,27.25,2.2,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.33,1.67,17.17,,,,,,,,
Eli Stove,,0,WR,3000,LAC,vs LV,26,27.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Joe Reed,,0,WR,3000,LAC,vs LV,26,27.25,3.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,1.67,9.67,0.33,0.33,,,,,,,,,,
Tyron Johnson,,0,WR,3000,JAC,@ CIN,8,19.50,5.4,7.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.2,1.13,,2.07,1.47,27.6,0.2,,,,,,,
Jamal Agnew,,0,WR,3000,JAC,@ CIN,8,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,4.80,1.6,68,49,113,113,143,54,289,289,,,,,,,,,,,,,,,,,,,,,
Laquon Treadwell,,0,WR,3000,JAC,@ CIN,8,19.50,4,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,2.96,1.86,21.14,0.09,,,,,,,
Terry Godwin,!,0,WR,3000,JAC,@ CIN,8,19.50,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.5,1.5,,3,1.5,16,,,,,,,,
Phillip Dorsett,,0,WR,3000,JAC,@ CIN,8,19.50,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.21,1.24,,3.56,2.04,27.5,0.19,,,,,,,
Tavon Austin,,0,WR,3000,JAC,@ CIN,8,19.50,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.80,0.6,85,49,113,113,172,54,289,289,,,,,,,,1.88,11.93,0.09,3.63,2.15,19.38,0.15,,,,,,,
Devin Smith,,0,WR,3000,JAC,@ CIN,8,19.50,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.42,1.25,20.67,0.17,,,,,,,
Josh Hammond,,0,WR,3000,JAC,@ CIN,8,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Matt Cole,,0,WR,3000,NYG,@ NO,17,17.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Jordan Veasy,,0,WR,3000,HOU,@ BUF,4,15.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
De'Quan Hampton,,0,WR,3000,SEA,@ SF,7,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,93,49,113,113,187,54,289,289,,,,,,,,,,,,,,,,,,,,,
Jaelon Darden,!,0,WR,3000,TB,@ NE,2,28.00,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,0.25,1.63,,1.5,0.75,5.38,,,,,,,,
Justin Watson,!,0,WR,3000,TB,@ NE,2,28.00,5.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.07,1.79,22,0.21,,,,,,,
Jaydon Mickens,,0,WR,3000,TB,@ NE,2,28.00,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,93,49,113,113,187,54,289,289,,,,,,,,,,,3.43,2.14,20.71,0.29,,,,,,,
