,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Chris Carson,!,0,RB,5400,SEA,vs NO,11,18.25,7.3,15.2,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,63,20,65,65,175,28,237,237,,,,,,,,15.65,70.57,0.47,2.65,2.16,15.84,0.14,,,,,,,
Kadarius Toney,!,0,WR,5200,NYG,vs CAR,9,20.00,8.6,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,23,93,93,175,30,237,237,0.27,0.09,1.73,,0.09,,18,0.45,2.64,,5.45,3.73,38.18,,,,,,,,
David Montgomery,!,0,RB,5100,CHI,@ TB,2,17.50,8.1,17.4,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,0.00,,63,23,65,65,175,31,237,237,0.02,,,0.02,,,,16.13,63.55,0.45,3.43,2.68,20.47,0.06,,,,,,,
DeVante Parker,!,0,WR,5000,MIA,vs ATL,24,23.25,7.6,12.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,75,25,93,93,175,32,237,237,,,,,,,,,,,6.69,3.85,53.83,0.27,,,,,,,
Nick Foles,,0,QB,5000,CHI,@ TB,27,17.50,9,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,33,20,27,27,175,32,237,237,30.2,19.25,197.45,0.7,1.48,1.02,81.52,1.66,1.48,0.07,,,,,,,,,,,
Andy Dalton,,0,QB,5000,CHI,@ TB,27,17.50,7.6,13.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,33,20,27,27,175,32,237,237,33.03,20.69,233.18,0.78,2.26,1.44,89.27,2.66,8.93,0.13,,,,,,,,,,,
Jerry Jeudy,!,0,WR,5000,DEN,@ CLE,13,19.50,7.3,10.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,75,25,93,93,175,32,237,237,,,,,,,,0.11,0.14,,6.39,3.39,51.29,0.14,,,,,,,
Taysom Hill,,0,QB,5000,NO,@ SEA,13,23.25,7.4,9.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,33,20,27,27,175,32,237,237,4.29,2.75,32.94,0.13,0.41,0.13,35.94,3.79,21.48,0.27,0.87,0.63,6.7,0.14,,,,,,,
Tyrod Taylor,!,0,QB,4900,HOU,@ ARI,11,13.75,8.2,4.5,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,48,0,0.00,,33,21,27,27,175,33,237,237,25.75,15.75,177.85,0.4,2.57,0.98,87.59,5.68,31.53,0.3,,,,,,,,,,,
T.Y. Hilton,!,0,WR,4900,IND,@ SF,7,19.25,9.2,10.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,75,26,93,93,175,33,237,237,,,,,,,,,,,7.41,4.28,65.79,0.35,,,,,,,
Rob Gronkowski,!,0,TE,4800,TB,vs CHI,14,29.50,9.6,8.3,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,43,8,43,43,175,34,237,237,,,,,,,,,,,6.61,4.09,63.34,0.5,,,,,,,
Drew Lock,,0,QB,4800,DEN,@ CLE,17,19.50,8.6,15.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,33,22,27,27,175,34,237,237,29.58,17.54,197.5,0.83,1.38,1.04,78.59,3,11.88,0.21,,,,,,,,,,,
Mike Glennon,,0,QB,4700,NYG,vs CAR,3,20.00,6.3,13.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,33,23,27,27,175,35,237,237,26.4,16.25,150,1,1.35,0.9,80.21,0.95,2.7,0.05,,,,,,,,,,,
Rhamondre Stevenson,,0,RB,4700,NE,vs NYJ,23,24.75,8.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,63,27,65,65,175,35,237,237,,,,,,,,10.53,46.93,0.33,1.73,1.4,10.8,,,,,,,,
Jacoby Brissett,,0,QB,4600,MIA,vs ATL,22,23.25,8.2,1.7,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,33,24,27,27,175,36,237,237,21.15,12.78,135.3,0.3,1.75,0.63,67.08,3.17,11.77,0.22,,,,,,,,,,,
Sammy Watkins,!,0,WR,4500,BAL,vs CIN,11,26.00,9.5,8.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,75,30,93,93,175,37,237,237,0.01,,,0.01,0.01,,,0.13,0.91,,5.82,3.57,53.13,0.33,,,,,,,
David Blough,,0,QB,4500,DET,@ LAR,4,16.75,5.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,33,25,27,27,175,37,237,237,26.29,14.29,147.57,1,2.29,0.57,50.5,1.43,7.86,,,,,,,,,,,,
Jake Luton,,0,QB,4500,SEA,vs NO,19,18.25,9.7,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,33,25,27,27,175,37,237,237,36.67,20,208,2,2.33,0.67,56.13,0.33,4.33,0.33,,,,,,,,,,,
Kyle Allen,,0,QB,4400,WAS,@ GB,20,20.00,7.7,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,33,26,27,27,175,38,237,237,29.81,18.81,205.62,0.81,2.62,1.14,90.53,2.19,7.71,0.19,,,,,,,,,,,
Ryan Fitzpatrick,!,0,QB,4400,WAS,@ GB,20,20.00,9.5,19,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,44,0,0.00,,33,26,27,27,175,38,237,237,31.16,19.14,227.77,0.99,1.64,1.45,85.97,3.33,14.84,0.14,,,,,,,,,,,
Brandon Allen,,0,QB,4400,CIN,@ BAL,6,20.00,7.8,11.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,33,26,27,27,175,38,237,237,20,11.23,122.23,0.46,1.54,0.77,72.27,2.31,5,,,,,,,,,,,,
Robbie Gould,!,0,K,4400,SF,vs IND,3,22.25,4.2,7.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,3,1,3,3,175,38,237,237,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,,0,QB,4300,CLE,vs DEN,8,20.50,7.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,51,0,0.00,,33,27,27,27,175,39,237,237,31.5,20.35,243.05,1.1,1.8,1.3,83.84,1.5,-0.55,,,,,,,,,,,,
Deonte Harty,!,0,WR,4300,NO,@ SEA,16,23.25,5,5.9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,75,32,93,93,175,39,237,237,,,,,,,,0.47,3.56,,2.97,2.15,27.21,0.12,,,,,,,
Jordan Love,,0,QB,4200,GB,vs WAS,14,28.00,4.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,28,27,27,175,40,237,237,9.57,5.71,68,0.43,0.43,0.29,59.7,1.71,3.86,,,,,,,,,,,,
Will Fuller,!,0,WR,4200,MIA,vs ATL,24,23.25,10.8,18.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,75,33,93,93,175,40,237,237,,,,,,,,0.07,0.1,,6.21,3.88,56.52,0.41,,,,,,,
Quintez Cephus,!,0,WR,4200,DET,@ LAR,3,16.75,4.8,5.6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,34,0,0.00,,75,33,93,93,175,40,237,237,,,,,,,,,,,3.56,2.19,34.56,0.25,,,,,,,
Rodrigo Blankenship,!,0,K,4200,IND,@ SF,24,19.25,3.8,9.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,58,0,0.00,,3,2,3,3,175,40,237,237,,,,,,,,,,,,,,,,,,,,,
Logan Woodside,,0,QB,4100,TEN,vs KC,26,27.50,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.10,,34,29,27,27,176,41,237,237,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Blaine Gabbert,,0,QB,4100,TB,vs CHI,18,29.50,8.2,3.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.60,0.1,31,29,27,27,171,41,237,237,20.03,11.92,131.84,0.62,1.76,0.73,66.44,3.22,12.14,0.08,,,,,,,,,,,
Josh Rosen,,0,QB,4100,ATL,@ MIA,21,24.25,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,33,29,27,27,175,41,237,237,23.32,12.59,130.18,0.95,2.77,0.55,47.8,1.18,6.86,,,,,,,,,,,,
Joe Flacco,,0,QB,4100,PHI,@ LV,23,23.50,7.1,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,33,29,27,27,175,41,237,237,37.57,23.85,240.5,0.81,1.93,1.24,85.15,1.5,3.32,0.09,,,,,,,,,,,
Andy Janovich,,0,RB,4000,CLE,vs DEN,15,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Tre Harbison,,0,RB,4000,CLE,vs DEN,15,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
John Kelly,,0,RB,4000,CLE,vs DEN,15,20.50,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,1.30,0.3,56,34,65,65,165,42,237,237,,,,,,,,6.4,19.2,,0.6,0.4,5.4,,,,,,,,
Gary Brightwell,,0,RB,4000,NYG,vs CAR,10,20.00,0.5,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,55,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,0.67,6,,0.33,0.33,2,,,,,,,,
Eli Penny,,0,RB,4000,NYG,vs CAR,10,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,2.40,0.6,48,34,65,65,152,42,237,237,,,,,,,,,,,,,,,,,,,,,
Cullen Gillaspia,,0,RB,4000,NYG,vs CAR,10,20.00,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,1,1,6,,,,,,,,
Sandro Platzgummer,,0,RB,4000,NYG,vs CAR,10,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Brian Lewerke,,0,QB,4000,NYG,vs CAR,3,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Malcolm Perry,,0,RB,4000,NE,vs NYJ,23,24.75,3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,0.38,0.63,,1.63,1.13,11.5,0.13,,,,,,,
Jakob Johnson,,0,RB,4000,NE,vs NYJ,23,24.75,2.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,5.20,1.3,40,34,65,65,126,42,237,237,,,,,,,,,,,1.33,1.08,6.58,0.08,,,,,,,
James White,!,0,RB,4000,NE,vs NYJ,23,24.75,7.4,8.3,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,0.00,,63,34,65,65,175,42,237,237,0.01,0.01,0.35,,,,2.29,3.37,13.44,0.14,5.74,4.17,36.15,0.27,,,,,,,
Garrett Gilbert,,0,QB,4000,NE,vs NYJ,15,24.75,5.3,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,33,30,27,27,175,42,237,237,9.38,5.38,59.63,0.13,0.63,0.13,33.99,0.75,3.13,,,,,,,,,,,,
Brian Hoyer,,0,QB,4000,NE,vs NYJ,15,24.75,9.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,2.86,0.7,27,30,27,27,146,42,237,237,20.82,12.64,141.14,0.45,1.23,0.77,64.97,1.52,0.75,0.02,,,,,,,,,,,
Jarrett Stidham,!,0,QB,4000,NE,vs NYJ,15,24.75,2.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,6,3,33.75,0.5,0.63,0.25,36.88,1.13,0.63,,,,,,,,,,,,
Ben Mason,,0,RB,4000,NE,vs NYJ,23,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Darrynton Evans,,0,RB,4000,TEN,vs KC,13,27.50,4.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,3.80,1,43,34,65,65,136,42,237,237,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Mekhi Sargent,,0,RB,4000,TEN,vs KC,13,27.50,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,67,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,1.25,2.75,,0.25,,,,,,,,,,
Tory Carter,,0,RB,4000,TEN,vs KC,13,27.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Khari Blasingame,,0,RB,4000,TEN,vs KC,13,27.50,1.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,0.23,0.46,,1,0.77,7.46,,,,,,,,
Matt Barkley,,0,QB,4000,TEN,vs KC,26,27.50,8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,33,30,27,27,175,42,237,237,24.08,14,184.54,1.38,0.69,0.85,72.02,1.38,-0.77,,,,,,,,,,,,
Kurt Benkert,,0,QB,4000,GB,vs WAS,14,28.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,2,-1,,,,,,,,,,,,
Patrick Taylor,,0,RB,4000,GB,vs WAS,24,28.00,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,5.75,22.25,0.25,0.5,0.5,0.75,,,,,,,,
Reid Sinnett,,0,QB,4000,MIA,vs ATL,22,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Patrick Laird,,0,RB,4000,MIA,vs ATL,22,23.25,4.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3.8,12.2,0.05,2.25,1.8,14.45,,,,,,,,
Gerrid Doaks,,0,RB,4000,MIA,vs ATL,22,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Gus Edwards,!,0,RB,4000,BAL,vs CIN,26,26.00,5.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9.43,48.4,0.21,0.51,0.38,4.13,,,,,,,,
J.K. Dobbins,!,0,RB,4000,BAL,vs CIN,26,26.00,6.7,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9,52.35,0.59,1.76,1.29,9.71,,,,,,,,
Justice Hill,,0,RB,4000,BAL,vs CIN,26,26.00,3.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,3,12.2,0.08,1.12,0.76,4.92,,,,,,,,
Patrick Ricard,,0,RB,4000,BAL,vs CIN,26,26.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Nate McCrary,,0,RB,4000,BAL,vs CIN,26,26.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,1,-1,,,,,,,,,,,,
Tyler Huntley,,0,QB,4000,BAL,vs CIN,10,26.00,10.3,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,1.56,0.4,30,30,27,27,162,42,237,237,20.6,13.1,115.6,0.4,1.9,0.3,64.99,6,34.9,0.2,,,,,,,,,,,
Trace McSorley,,0,QB,4000,BAL,vs CIN,10,26.00,3.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Javian Hawkins,,0,RB,4000,LAR,vs DET,20,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Raymond Calais,,0,RB,4000,LAR,vs DET,20,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Cam Akers,!,0,RB,4000,LAR,vs DET,20,33.75,7.2,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,14.05,53.25,0.2,1.65,1.35,13.9,0.05,,,,,,,
Buddy Howell,,0,RB,4000,LAR,vs DET,20,33.75,1.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,5.2,17,,0.4,0.2,0.6,,,,,,,,
Jake Funk,!,0,RB,4000,LAR,vs DET,20,33.75,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,1.33,3.33,,,,,,,,,,,,
Bryce Perkins,,0,QB,4000,LAR,vs DET,31,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
John Wolford,,0,QB,4000,LAR,vs DET,31,33.75,6,7.6,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,12,6.5,66.25,0.5,1,,46.2,2.25,14.25,,,,,,,,,,,,
Jalen Richard,,0,RB,4000,LV,vs PHI,21,24.50,4.7,3.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,5.50,1.4,37,34,65,65,123,42,237,237,,,,,,,,3.15,15.73,0.05,2.82,2.28,18.85,0.04,,,,,,,
Trey Ragas,,0,RB,4000,LV,vs PHI,21,24.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,1,9,,2,2,6,,,,,,,,
Marcus Mariota,,0,QB,4000,LV,vs PHI,12,24.50,9.8,26.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,0.40,0.1,32,30,27,27,173,42,237,237,24.89,15.57,185.18,0.62,2.2,1.08,82.37,3.78,22.63,0.18,,,,,,,,,,,
Nathan Peterman,,0,QB,4000,LV,vs PHI,12,24.50,4.8,1.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Peyton Barber,,0,RB,4000,LV,vs PHI,21,24.50,5.9,3.7,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,9.33,32.76,0.28,1.31,0.95,5.71,0.03,,,,,,,
Tavien Feaster,,0,RB,4000,ARI,vs HOU,32,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,63,34,65,65,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Chris Streveler,,0,QB,4000,ARI,vs HOU,25,33.75,3.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,6.25,4.25,35.25,0.25,1,0.25,38.95,1.75,5.25,,,,,,,,,,,,
Colt McCoy,,0,QB,4000,ARI,vs HOU,25,33.75,7.5,5.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.10,,34,30,27,27,176,42,237,237,16.06,10.81,108.56,0.38,1.5,0.5,72.17,2.88,7.69,,,,,,,,,,,,
Jonathan Ward,,0,RB,4000,ARI,vs HOU,32,33.75,2.5,1.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.70,0.2,60,34,65,65,170,42,237,237,,,,,,,,1.29,4.71,,0.71,0.57,6.43,0.14,,,,,,,
Eno Benjamin,,0,RB,4000,ARI,vs HOU,32,33.75,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.70,0.2,60,34,65,65,170,42,237,237,,,,,,,,5,18.5,0.1,1.7,1.4,12.1,,,,,,,,
Kyle Trask,,0,QB,4000,TB,vs CHI,18,29.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,33,30,27,27,175,42,237,237,,,,,,,,,,,,,,,,,,,,,
Ke'Shawn Vaughn,,0,RB,4000,TB,vs CHI,4,29.50,5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,2.70,0.7,46,34,65,65,148,42,237,237,,,,,,,,6,25.93,0.21,1.5,0.79,4.93,0.07,,,,,,,
