,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Noah Gray,,0,TE,2900,KC,@ LAC,8,28.75,2.6,2.2,4.5,0,0,0,0,0,0,0,0,0,3,0.0687,3,2.1,18.21,0.21,0,0,0,0,0,0,5.18,5.18,0,1.28,10.38,5.18,5.18,26,0,100,,130,24,1.8,3.50,1.2,24,25,25,59,184,184,,,,,,,,0.06,0.06,0.06,1.83,1.28,10.72,0.11,,,,,,,
Steelers,,0,DST,2300,PIT,vs CIN,6,21.25,6.1,6.7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.1,0.22,0,0.11,21.25,5.18,5.18,0,0,17.38,5.18,5.18,13,0,100,,143,23,2.3,2.00,0.9,18,19,19,65,184,184,,,,,,,,,,,,,,,2.97,0.92,0.61,0.14,0.04,21.04,338.79
Nyheim Hines,,0,RB,5000,BUF,vs CLE,29,28.25,6.1,6.7,6.1,0,0,0,0,0,0,0,0,0,3.59,0.1011,3.59,2.79,19.62,0.07,0,0,0,0,0,0,5.17,5.17,0,0,17.37,5.17,5.17,62,0,100,,166,29,1,-0.80,,28,44,44,38,185,185,,,,,,,,4.07,17.16,0.13,4.03,3.13,22.92,0.09,,,,,,,
Harrison Bryant,,0,TE,3100,CLE,@ BUF,3,21.25,4.1,4.8,5.1,0,0,0,0,0,0,0,0,0,3.13,0.0986,3.13,2.13,18.75,0.19,0,0,0,0,0,0,5.15,5.15,0,0,13.35,5.15,5.15,11,0,100,,91,16,1.7,8.10,2.6,22,26,26,57,186,186,,,,,,,,,,,2.76,1.88,18.18,0.21,,,,,,,
James Mitchell,,0,TE,2700,DET,@ NYG,24,20.75,3.3,0,4.2,0,0,0,0,0,0,0,0,0,1.74,0.0512,1.74,1.74,11.57,0.37,0,0,0,0,0,0,5.12,5.12,0,0.17,11.72,5.12,5.12,40,0,100,,163,21,1.9,0.00,,26,27,27,61,187,187,,,,,,,,,,,1.33,1.33,8.67,0.33,,,,,,,
Lions,,0,DST,2700,DET,@ NYG,23,23.75,5.2,3.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.7,0.46,0.12,0.12,23.75,5.03,5.03,0,0,15.43,5.03,5.03,5,0,100,,72,2,1.9,11.00,4.1,14,20,20,61,188,188,,,,,,,,,,,,,,,1.95,0.6,0.49,0.15,0.05,25.28,374.15
Rams,,0,DST,2900,LAR,@ NO,22,20.75,6.2,7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.59,0.35,0,0,20.75,4.98,4.98,0,0,17.38,4.98,4.98,12,0,100,,125,22,1.7,4.00,1.4,12,21,21,59,189,189,,,,,,,,,,,,,,,2.69,0.89,0.55,0.19,0.05,21.32,341.27
Falcons,,0,DST,3300,ATL,vs CHI,18,23.25,5.7,3.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.81,0.3,0.1,0.2,23.25,4.94,4.94,0,0,16.34,4.94,4.94,4,0,100,,64,0,1.5,12.00,3.6,8,22,22,55,190,190,,,,,,,,,,,,,,,1.77,0.76,0.49,0.17,0.02,23.74,367.35
Damiere Byrd,,0,WR,3400,ATL,vs CHI,5,25.25,6.1,6,6.5,0,0,0,0,0,0,0,0,0,2.93,0.0967,2.93,1.87,23.83,0.1,0,0,0,0,0,0,4.85,4.85,0,0,17.05,4.85,4.85,51,0,100,,117,5,1.4,4.90,1.4,45,81,81,54,191,191,,,,,,,,0.06,0.51,,3.66,2.34,30.58,0.13,,,,,,,
Kylen Granson,,0,TE,2900,IND,vs PHI,10,19.75,2.8,2.2,4.7,0,0,0,0,0,0,0,0,0,2.54,0.0851,2.54,1.93,18.57,0.17,0,0,0,0,0,0,4.81,4.81,0,0.61,10.41,4.81,4.81,30,0,100,,138,18,1.7,2.60,0.9,24,28,28,59,192,192,,,,,,,,0.05,,,2.3,1.75,16.95,,,,,,,,
Tanner Hudson,,0,TE,2900,NYG,vs DET,31,23.75,2.4,0,4.2,0,0,0,0,0,0,0,0,0,3.03,0.0999,3.03,1.64,20.57,0.15,0,0,0,0,0,0,4.6,4.6,0,1,9.4,4.6,4.6,40,0,100,,163,4,1.6,0.00,,24,29,29,59,193,193,,,,,,,,,,,2,1.08,14.54,,,,,,,,
Eli Mitchell,,0,RB,4700,SF,@ ARI,21,26.00,7.1,15.4,7,0,0,0,0,0,0.2679,7.96,35.12,0.17,7.96,0,0,0,0,0,0,0,0,0,0,0,4.53,4.53,0,0,18.73,4.53,4.53,33,0,100,,108,50,1,5.90,1.3,31,45,45,41,194,194,,,,,,,,17.88,78.88,0.38,1.94,1.69,12.06,0.06,,,,,,,
Tyree Jackson,,0,TE,2500,PHI,@ IND,30,25.75,5.3,3.7,0,0,0,0,0,0,0,0,0,0,3.12,0.0971,3.12,1.34,9.58,0.37,0,0,0,0,0,0,4.52,4.52,0,0,15.12,4.52,4.52,40,0,100,,163,0,1.8,0.00,,28,30,30,63,195,195,,,,,,,,,,,2.33,1,7.33,0.33,,,,,,,
Dontrell Hilliard,,0,RB,4700,TEN,@ GB,19,18.75,6.1,10.1,7.5,0,0,0,0,0,0,0,0,0,2.8,0.1308,2.8,2.21,16.3,0.11,0,0,0,0,0,0,4.5,4.5,0,0,16.7,4.5,4.5,25,0,100,,84,10,1,8.80,1.9,31,46,46,41,196,196,0.03,,,0.03,,,-13.82,3.2,19,0.13,2.5,1.97,14.83,0.1,,,,,,,
Shi Smith,,0,WR,3300,CAR,@ BAL,22,14.25,3.7,3.2,2.4,0,0,0,0,0,0,0,0,0,2.9,0.1024,2.9,1.36,20.79,0.17,0,0,0,0,0,0,4.46,4.46,0,0,11.86,4.46,4.46,48,0,100,,112,0,1.4,5.60,1.7,46,82,82,55,197,197,,,,,,,,0.07,-0.21,,2.43,1.14,17.57,,,,,,,,
Chase Edmonds,!,0,RB,4400,DEN,vs LV,27,21.75,7.6,11.5,5.7,0,0,0,0,0,0.0681,1.98,8.78,0.06,4.05,0.0659,2.07,1.55,11.73,0.07,0,0,0,0,0,0,4.38,4.38,0,0,19.58,4.38,4.38,57,0,100,,159,6,1,0.60,0.1,34,47,47,44,198,198,,,,,,,,6.02,26.69,0.17,2.89,2.17,15.89,0.09,,,,,,,
Connor Heyward,,0,TE,2500,PIT,vs CIN,1,18.25,2,0,3.7,0,0,0,0,0,0,0,0,0,2.2,0.0716,2.2,1.93,19.49,0.08,0,0,0,0,0,0,4.36,4.36,0,1.36,8.36,4.36,4.36,40,0,100,,163,46,1.7,0.00,,28,31,31,63,199,199,,,,,,,,,,,2,1.75,19,,,,,,,,
Marquez Callaway,,0,WR,3500,NO,vs LAR,10,20.75,5.7,9.1,5.2,0,0,0,0,0,0,0,0,0,2.71,0.0897,2.71,1.57,19.66,0.13,0,0,0,0,0,0,4.32,4.32,0,0,15.72,4.32,4.32,71,0,100,,148,24,1.2,1.60,0.5,44,83,83,53,200,200,,,,,,,,,,,4.58,2.65,34.29,0.23,,,,,,,
Taysom Hill,,0,QB,5000,NO,vs LAR,8,20.75,8,10.8,9.6,0,0,0,0,0,0.1492,4.09,23.82,0.31,4.09,0,0,0,0,0,0,0,0,0,0,0,4.24,4.24,0,0,20.24,4.24,4.24,25,0,100,,94,0,0.8,7.56,1.5,21,29,29,38,201,201,4,2.57,31.09,0.11,0.37,0.13,40.56,3.93,22.89,0.3,0.84,0.6,6.23,0.14,,,,,,,
Adam Trautman,,0,TE,2500,NO,vs LAR,16,20.75,4,5.8,4.6,0,0,0,0,0,0,0,0,0,2.37,0.0784,2.37,1.7,17.22,0.12,0,0,0,0,0,0,4.14,4.14,0,0,12.14,4.14,4.14,20,0,100,,123,15,1.7,4.20,1.7,28,32,32,63,202,202,,,,,,,,,,,2.64,1.89,19.79,0.14,,,,,,,
Skyy Moore,,0,WR,3000,KC,@ LAC,12,28.75,2.1,0,2,0,0,0,0,0,0,0,0,0,2.53,0.058,2.53,1.27,19.85,0.14,0,0,0,0,0,0,4.1,4.1,0,0.95,8.3,4.1,4.1,28,0,100,,69,13,1.4,11.30,3.8,49,84,84,58,203,203,,,,,,,,,,,2,1,15.14,,,,,,,,
Raiders,,0,DST,2500,LV,@ DEN,32,21.75,4.4,3.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.36,0.36,0,0.24,21.75,4.08,4.08,0,0,12.88,4.08,4.08,10,0,100,,107,0,1.6,6.00,2.4,16,23,23,63,204,204,,,,,,,,,,,,,,,1.65,0.61,0.48,0.06,0.02,25.57,365.9
Boston Scott,,0,RB,4400,PHI,@ IND,13,25.75,7.7,9.2,2.1,0,0,0,0,0,0.1522,5.23,22.67,0.3,5.23,0,0,0,0,0,0,0,0,0,0,0,4.07,4.07,0,0,19.47,4.07,4.07,45,0,100,,133,1,0.9,3.20,0.7,34,48,48,44,205,205,,,,,,,,6.19,26.83,0.36,1.98,1.6,12.5,0.02,,,,,,,
Zach Pascal,,0,WR,3500,PHI,@ IND,2,25.75,6.8,6,3.4,0,0,0,0,0,0,0,0,0,2.57,0.0801,2.57,1.51,18.36,0.12,0,0,0,0,0,0,4.07,4.07,0,0,17.67,4.07,4.07,68,0,100,,145,6,1.2,1.90,0.5,44,85,85,53,205,205,0.03,,,,,,0.62,0.12,0.91,,4.18,2.46,30.63,0.25,,,,,,,
Bears,,0,DST,2600,CHI,@ ATL,16,25.25,6,6.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.88,0.39,0,0,25.25,4,4,0,0,16,4,4,13,0,100,,143,10,1.5,2.00,0.8,15,24,24,62,206,206,,,,,,,,,,,,,,,2.34,0.72,0.51,0.17,0.04,21.52,332.86
Panthers,,0,DST,2200,CAR,@ BAL,3,27.25,6.3,5.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.66,0.09,0,0.28,27.25,3.96,3.96,0,0,16.56,3.96,3.96,7,0,100,,83,11,1.8,9.00,4.1,19,25,25,66,207,207,,,,,,,,,,,,,,,2.57,0.86,0.61,0.17,0.03,23.44,351.25
Colts,,0,DST,2200,IND,vs PHI,4,25.75,5.3,8.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0.36,0.46,0,0,25.75,3.92,3.92,0,0,14.52,3.92,3.92,8,0,100,,92,25,1.8,8.00,3.6,19,26,26,66,208,208,,,,,,,,,,,,,,,2.22,0.85,0.59,0.17,0.07,22.62,357.55
Khadarel Hodge,,0,WR,3200,ATL,vs CHI,5,25.25,3.5,2.8,4.7,0,0,0,0,0,0,0,0,0,2.63,0.0868,2.63,1.48,21.56,0.04,0,0,0,0,0,0,3.88,3.88,0,0,10.88,3.88,3.88,67,0,100,,141,0,1.2,2.30,0.7,47,86,86,56,209,209,,,,,,,,,,,2.21,1.24,18.61,0.03,,,,,,,
Jack Stoll,,0,TE,2500,PHI,@ IND,30,25.75,0.9,1,1.8,0,0,0,0,0,0,0,0,0,2.5,0.078,2.5,1.67,14.43,0.12,0,0,0,0,0,0,3.83,3.83,0,2.48,5.63,3.83,3.83,34,0,100,,147,53,1.5,1.70,0.7,28,33,33,63,210,210,,,,,,,,,,,1.5,1,8.88,,,,,,,,
Montrell Washington,,0,WR,3000,DEN,vs LV,27,21.75,0.7,0,0.8,0,0,0,0,0,0,0,0,0,3.65,0.1162,3.65,2.21,3.76,0.2,0,0,0,0,0,0,3.79,3.79,0,2.74,5.19,3.79,3.79,76,0,100,,163,13,1.3,0.00,,49,87,87,58,211,211,,,,,,,,0.43,4.29,,0.71,0.43,0.71,,,,,,,,
Tommy Tremble,,0,TE,2700,CAR,@ BAL,21,14.25,3.2,3.5,3.9,0,0,0,0,0,0,0,0,0,2.58,0.091,2.58,1.4,12.98,0.17,0,0,0,0,0,0,3.72,3.72,0,0,10.12,3.72,3.72,40,0,100,,163,16,1.4,0.00,,26,34,34,61,212,212,,,,,,,,0.14,0.5,0.05,2.5,1.36,12.68,0.14,,,,,,,
Pharaoh Brown,,0,TE,2500,CLE,@ BUF,3,21.25,3.4,3.3,3.6,0,0,0,0,0,0,0,0,0,2.58,0.0813,2.58,1.82,15.41,0.06,0,0,0,0,0,0,3.72,3.72,0,0,10.52,3.72,3.72,40,0,100,,163,11,1.5,0.00,,28,34,34,63,212,212,,,,,,,,,,,2.54,1.79,16.68,0.07,,,,,,,
Caleb Huntley,,0,RB,4400,ATL,vs CHI,32,25.25,3.5,0,4.9,0,0,0,0,0,0.2131,6.48,31.07,0.1,6.48,0,0,0,0,0,0,0,0,0,0,0,3.71,3.71,0,0,10.71,3.71,3.71,50,0,100,,148,29,0.8,1.60,0.4,34,49,49,44,213,213,,,,,,,,8.63,41.38,0.13,,,,,,,,,,,
Ian Thomas,,0,TE,2500,CAR,@ BAL,21,14.25,4.2,2.6,3,0,0,0,0,0,0,0,0,0,2.59,0.0912,2.59,1.67,14.91,0.07,0,0,0,0,0,0,3.58,3.58,0,0,11.98,3.58,3.58,16,0,100,,114,0,1.4,5.40,2.2,28,35,35,63,214,214,,,,,,,,,,,2.94,1.89,17.07,0.07,,,,,,,
James Cook,,0,RB,4400,BUF,vs CLE,29,28.25,3.6,0,4.3,0,0,0,0,0,0.1724,5.09,26.05,0.15,5.09,0,0,0,0,0,0,0,0,0,0,0,3.51,3.51,0,0,10.71,3.51,3.51,27,0,100,,87,16,0.8,8.60,2,34,50,50,44,215,215,,,,,,,,3.67,18.78,0.11,1.33,0.78,10.67,,,,,,,,
Justice Hill,,0,RB,4500,BAL,vs CAR,26,27.25,3.3,0,3.7,0,0,0,0,0,0.1509,5.66,26.35,0.12,5.66,0,0,0,0,0,0,0,0,0,0,0,3.36,3.36,0,0,9.96,3.36,3.36,31,0,100,,101,0,0.7,6.80,1.5,33,51,51,43,216,216,,,,,,,,3.4,15.83,0.07,1.03,0.73,4.77,,,,,,,,
Kenny Golladay,,0,WR,3400,NYG,vs DET,20,23.75,8.5,6.6,1.1,0,0,0,0,0,0,0,0,0,1.96,0.0646,1.96,1.09,16.85,0.09,0,0,0,0,0,0,3.32,3.32,0,0,20.32,3.32,3.32,51,0,100,,117,26,1,4.90,1.4,45,88,88,54,217,217,,,,,,,,0.03,0.26,,6.12,3.41,56.36,0.32,,,,,,,
Browns,,0,DST,2300,CLE,@ BUF,2,28.25,4.9,6.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.31,0.52,0,0.1,28.25,3.32,3.32,0,0,13.12,3.32,3.32,14,0,100,,155,8,1.4,1.00,0.4,18,27,27,65,217,217,,,,,,,,,,,,,,,2.15,0.73,0.49,0.1,0.02,25.13,365.84
Chargers,,0,DST,2300,LAC,vs KC,1,28.75,5.5,4.5,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0.69,0.39,0.1,0,28.75,3.31,3.31,0,0,14.31,3.31,3.31,13,0,100,,143,8,1.4,2.00,0.9,18,28,28,65,218,218,,,,,,,,,,,,,,,2.15,0.82,0.49,0.15,0.02,23.34,348.16
Deon Jackson,,0,RB,5300,IND,vs PHI,14,19.75,8.9,3,7.7,0,0,0,0,0,0.272,6.38,18.19,0.23,6.38,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,21,3.2,3.2,38,0,100,,116,0,0.6,5.00,0.9,25,52,52,35,219,219,,,,,,,,6,17.11,0.22,1.89,1.78,13.44,,,,,,,,
Chuba Hubbard,,0,RB,5000,CAR,@ BAL,10,14.25,6.2,8.9,2.9,0,0,0,0,0,0.2515,5.56,20.94,0.18,5.56,0,0,0,0,0,0,0,0,0,0,0,3.17,3.17,0,0,15.57,3.17,3.17,39,0,100,,120,21,0.6,4.50,0.9,28,53,53,38,220,220,,,,,,,,9.14,34.43,0.29,1.95,1.33,8.81,0.05,,,,,,,
Dante Pettis,,0,WR,3300,CHI,@ ATL,32,23.25,7.4,8.4,4.5,0,0,0,0,0,0,0,0,0,1.55,0.0493,1.55,0.88,12.48,0.15,0,0,0,0,0,0,3.03,3.03,0,0,17.83,3.03,3.03,76,0,100,,163,0,0.9,0.00,,46,89,89,55,221,221,0.06,0.06,1.03,,,,8.74,0.1,1.13,,3.61,2.06,29.52,0.35,,,,,,,
Tre'Quan Smith,,0,WR,4100,NO,vs LAR,10,20.75,7.4,8.8,7.5,0,0,0,0,0,0,0,0,0,1.4,0.0464,1.4,0.93,12.54,0.13,0,0,0,0,0,0,2.96,2.96,0,0,17.76,2.96,2.96,76,0,100,,163,6,0.7,0.00,,38,90,90,47,222,222,,,,,,,,0.04,0.14,,3.53,2.35,32.63,0.35,,,,,,,
Keaontay Ingram,,0,RB,4000,ARI,vs SF,7,17.00,4.9,0,3.3,0,0,0,0,0,0.2202,4.45,8.9,0.32,4.45,0,0,0,0,0,0,0,0,0,0,0,2.81,2.81,0,0,12.61,2.81,2.81,48,0,100,,145,0,0.7,1.90,0.5,38,54,54,48,223,223,,,,,,,,3.5,7,0.25,0.5,0.5,5.75,,,,,,,,
A.J. Green,,0,WR,3800,ARI,vs SF,11,17.00,10,9.6,3.8,0,0,0,0,0,0,0,0,0,1.64,0.0469,1.64,0.94,12.59,0.07,0,0,0,0,0,0,2.62,2.62,0,0,22.62,2.62,2.62,33,0,100,,76,23,0.7,10.00,2.6,41,91,91,50,224,224,,,,,,,,,,,7.43,4.25,60.23,0.38,,,,,,,
Alexander Mattison,,0,RB,5400,MIN,vs DAL,12,23.25,7.2,8.3,5.5,0,0,0,0,0,0.1875,4.81,19.96,0.1,4.81,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,0,0,17,2.6,2.6,49,0,100,,146,0,0.5,1.80,0.3,24,55,55,34,225,225,,,,,,,,7.09,29.42,0.15,1.53,1.25,9.64,0.06,,,,,,,
Byron Pringle,,0,WR,3000,CHI,@ ATL,32,23.25,6.5,8.7,2.5,0,0,0,0,0,0,0,0,0,1.24,0.0392,1.24,0.88,10.55,0.1,0,0,0,0,0,0,2.54,2.54,0,0,15.54,2.54,2.54,76,0,100,,163,11,0.8,0.00,,49,92,92,58,226,226,,,,,,,,,,,3.51,2.49,30.31,0.29,,,,,,,
Sony Michel,,0,RB,4400,LAC,vs KC,8,23.75,8,7.8,2.8,0,0,0,0,0,0.1765,4.32,18.07,0.12,4.32,0,0,0,0,0,0,0,0,0,0,0,2.53,2.53,0,0,18.53,2.53,2.53,60,0,100,,162,14,0.6,0.10,0,34,56,56,44,227,227,,,,,,,,12.52,52.38,0.34,1.34,0.87,6.32,0.03,,,,,,,
Brock Wright,,0,TE,3000,DET,@ NYG,24,20.75,0,0.6,0,0,0,0,0,0,0,0,0,0,2.71,0.0795,2.71,1.36,2.77,0.13,0,0,0,0,0,0,2.42,2.42,0,2.42,2.42,2.42,2.42,22,0,100,,125,0,0.8,4.00,1.3,23,36,36,58,228,228,,,,,,,,,,,2,1,2,,,,,,,,
Albert Okwuegbunam,,0,TE,2500,DEN,vs LV,18,21.75,4.2,5.9,3,0,0,0,0,0,0,0,0,0,1.24,0.0396,1.24,0.96,9.71,0.07,0,0,0,0,0,0,2.35,2.35,0,0,10.75,2.35,2.35,40,0,100,,163,25,0.9,0.00,,28,37,37,63,229,229,,,,,,,,,,,3.14,2.43,23.86,0.14,,,,,,,
Keelan Cole,,0,WR,3000,LV,@ DEN,7,19.75,6.6,5.6,1.4,0,0,0,0,0,0,0,0,0,1.48,0.0407,1.48,0.83,11.92,0.05,0,0,0,0,0,0,2.32,2.32,0,0,15.52,2.32,2.32,61,0,100,,134,10,0.8,3.10,1,49,93,93,58,230,230,0.01,,,,,,0.51,0.03,0.1,,4.45,2.51,36.56,0.17,,,,,,,
Hassan Haskins,,0,RB,4000,TEN,@ GB,19,18.75,1.5,0,2.6,0,0,0,0,0,0.1237,3.83,16.1,0.11,3.83,0,0,0,0,0,0,0,0,0,0,0,2.27,2.27,0,0.02,5.27,2.27,2.27,61,0,100,,163,42,0.6,0.00,,38,57,57,48,231,231,,,,,,,,3.33,14,,1,1,2.33,,,,,,,,
Ray-Ray McCloud,,0,WR,3200,SF,@ ARI,9,26.00,3.8,4.2,3.6,0,0,0,0,0,0,0,0,0,1.81,0.0566,1.81,1.23,9.23,0.01,0,0,0,0,0,0,2.21,2.21,0,0,9.81,2.21,2.21,76,0,100,,163,0,0.7,0.00,,47,94,94,56,232,232,,,,,,,,0.2,2.05,,2.73,1.85,13.95,0.02,,,,,,,
Samori Toure,,0,WR,3900,GB,vs TEN,29,21.75,3.8,0,5.8,0,0,0,0,0,0,0,0,0,1.16,0.0377,1.16,0.51,9.18,0.11,0,0,0,0,0,0,2.09,2.09,0,0,9.69,2.09,2.09,76,0,100,,163,34,0.5,0.00,,40,95,95,49,233,233,,,,,,,,,,,3,1.33,25,0.33,,,,,,,
Jalen Virgil,,0,WR,3200,DEN,vs LV,27,21.75,0,0,13.6,0,0,0,0,0,0,0,0,0,0.13,0.004,0.13,0.13,8.84,0.16,0,0,0,0,0,0,1.97,1.97,0,1.97,1.97,1.97,1.97,76,0,100,,163,0,0.6,0.00,,47,96,96,56,234,234,,,,,,,,,,,1,1,66,1,,,,,,,
Dwayne Washington,,0,RB,4300,NO,vs LAR,3,20.75,2.8,0.6,1.1,0,0,0,0,0,0.1764,4.84,17.02,0.03,4.84,0,0,0,0,0,0,0,0,0,0,0,1.88,1.88,0,0,7.48,1.88,1.88,61,0,100,,163,3,0.4,0.00,,35,58,58,45,235,235,,,,,,,,5.12,18,0.03,0.64,0.48,3.06,,,,,,,,
Isaiah Spiller,,0,RB,4300,LAC,vs KC,8,23.75,1.5,0,0.9,0,0,0,0,0,0.1961,4.8,10.8,0.13,4.8,0,0,0,0,0,0,0,0,0,0,0,1.86,1.86,0,0,4.86,1.86,1.86,40,0,100,,123,0,0.4,4.20,1,35,59,59,45,236,236,,,,,,,,4,9,,,,,,,,,,,,
Trestan Ebner,,0,RB,4200,CHI,@ ATL,25,23.25,1.6,0,1.6,0,0,0,0,0,0.1275,4.41,11.27,0.12,4.41,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,5.05,1.85,1.85,55,0,100,,157,0,0.4,0.80,0.2,36,60,60,46,237,237,,,,,,,,4.5,11.5,,1,0.5,2,,,,,,,,
Matt Breida,,0,RB,4600,NYG,vs DET,24,23.75,7,6.2,2.3,0,0,0,0,0,0.0938,3.23,15.34,0.04,3.23,0,0,0,0,0,0,0,0,0,0,0,1.77,1.77,0,0,15.77,1.77,1.77,22,0,100,,77,1,0.4,9.90,2.2,32,61,61,42,238,238,,,,,,,,7.2,34.19,0.1,1.66,1.27,11.19,0.09,,,,,,,
Zack Moss,,0,RB,4300,IND,vs PHI,14,19.75,5.3,7.6,3,0,0,0,0,0,0.096,2.25,9.06,0.08,2.25,0,0,0,0,0,0,0,0,0,0,0,1.39,1.39,0,0,11.99,1.39,1.39,56,0,100,,158,23,0.3,0.70,0.2,35,62,62,45,239,239,,,,,,,,6.88,27.71,0.24,1.82,1.41,10.15,0.06,,,,,,,
Brandon Bolden,,0,RB,4000,LV,@ DEN,17,19.75,5.3,7.7,3.8,0,0,0,0,0,0.0842,1.4,6.39,0.06,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11.6,1,1,52,0,100,,150,10,0.3,1.40,0.4,38,63,63,48,240,240,,,,,,,,2.88,13.14,0.13,2.13,1.61,14.95,0.13,,,,,,,
Cooper Kupp,!,0,WR,8900,LAR,@ NO,13,18.75,10.6,28.3,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,45,0,0.00,,2,97,97,3,241,241,0.06,,,,,,1.87,0.29,1.59,0.01,8.85,6.43,80.86,0.62,,,,,,,
JaMarr Chase,!,0,WR,7700,CIN,@ PIT,31,21.25,12.1,18.9,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,38,0,0.00,,7,97,97,13,241,241,,,,,,,,0.61,1.96,,8.46,5.46,86.71,0.71,,,,,,,
Kyler Murray,!,0,QB,7100,ARI,vs SF,4,17.00,8.4,21.6,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,62,0,0.00,,6,30,30,18,241,241,35.12,23.4,244.65,0.75,2.32,1.49,93.6,6.58,37.74,0.39,,,,,,,,,,,
Jerry Jeudy,!,0,WR,5700,DEN,vs LV,27,21.75,7.1,8.5,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,28,0,0.00,,22,97,97,31,241,241,,,,,,,,0.09,0.11,,6.4,3.43,50.63,0.17,,,,,,,
JuJu Smith-Schuster,!,0,WR,5700,KC,@ LAC,12,28.75,9.6,7.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,34,0,0.00,,22,97,97,31,241,241,,,,,,,,0.05,0.29,0.01,7.63,5.21,62.32,0.4,,,,,,,
Deshaun Watson,,0,QB,5600,CLE,@ BUF,3,21.25,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,61,0,0.00,,15,30,30,32,241,241,32.36,21.81,265.85,0.66,3.2,1.86,103.39,5.68,31.27,0.32,,,,,,,,,,,
Dallas Goedert,!,0,TE,5600,PHI,@ IND,30,25.75,6.9,11.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,100,,163,32,0,0.00,,3,38,38,32,241,241,,,,,,,,,,,5.19,3.75,45.13,0.3,,,,,,,
Gus Edwards,!,0,RB,5500,BAL,vs CAR,26,27.25,5.7,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,24,0,0.00,,23,64,64,33,241,241,,,,,,,,9.59,49.1,0.24,0.51,0.37,3.96,,,,,,,,
Eno Benjamin,!,0,RB,5300,HOU,vs WAS,2,19.25,5.5,3.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,21,0,0.00,,25,64,64,35,241,241,,,,,,,,6.35,25,0.18,2.47,1.88,14.82,,,,,,,,
Jameis Winston,,0,QB,5300,NO,vs LAR,8,20.75,8.4,17.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,55,0,0.00,,18,30,30,35,241,241,32.99,20.22,254.63,1.12,2.26,1.63,89.16,3.4,14.22,0.13,,,,,,,,,,,
Romeo Doubs,!,0,WR,5200,GB,vs TEN,29,21.75,6.6,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,100,,163,26,0,0.00,,27,97,97,36,241,241,,,,,,,,0.11,1.22,,5.56,3.44,34.89,0.33,,,,,,,
